row_num,ID,clickable_doi,Title,Year,Authors,year_split,first_code_initials,first_code_include,first_code_reason,second_code_include,second_code_reason,second_code_initials,new_id,coder
839,75279ffa,http://doi.org/10.1515/iral-2018-2006,Mr Bean exits the garage driving or does he drive out of the garage? Bidirectional transfer in the expression of Path,2019,"Muñoz, M., Cadierno, T.",After-OS,emb 89,Yes,NA,NA,NA,NA,116,jc
785,d3c6c187,http://doi.org/10.12963/csd.18572,Language familiarity hypothesis and delayed auditory feedback: A study on speech disruptions in typical Kannada (L1)-English (L2) bilinguals | 언어 친숙성 가설과 지연청각역입: 칸나다어(L1)-영어(L2) 이중언어사용 일반아동의 구어붕괴,2019,"Mahesh, B.V.M., Prathibha, K.S.A., Vijayeshwari, S., Kajol, N.",After-OS,emb 35,Yes,NA,NA,NA,NA,117,jc
1176,ceb0e434,http://doi.org/10.1016/j.pragma.2017.10.017,“What's it called in Norwegian?” Acquiring L2 vocabulary items in the workplace,2018,"Svennevig, J.",After-OS,iac 125,Yes,NA,NA,NA,NA,118,jc
1309,f9ab7d13,http://doi.org/10.2478/stap-2019-0015,Change from above and resistance to change in the early prescriptive pronouncing dictionaries of english,2019,"Trapateau, N., Duchet, J.-L.",After-OS,kc 158,Yes,NA,NA,NA,NA,119,jc
1228,659126a2,http://doi.org/10.1017/S136672891800055X,A Bayesian approach to establishing coreference in second language discourse: Evidence from implicit causality and consequentiality verbs,2019,"Cheng, W., Almor, A.",After-OS,iac 177,Yes,NA,NA,NA,NA,120,jc
1102,7ec4eaeb,http://doi.org/10.1080/09571736.2017.1382056,The teaching and learning of foreign languages in Spain from the sixteenth to eighteenth centuries: influences and inter-relationships<sup>*</sup>,2018,"López, J.S.",After-OS,emb 151,Yes,NA,NA,NA,NA,121,lk
1157,dac84da4,http://doi.org/10.1017/S026607841800038X,The top 100 Chinese loanwords in English today,2019,"Zhong, A.I.",After-OS,iac 106,Yes,NA,NA,NA,NA,122,lk
1201,455201d7,http://doi.org/10.1017/S0272263119000160,"TERMINOLOGY CHOICE in GENERATIVE ACQUISITION RESEARCH: The CASE of \""iNCOMPLETE ACQUISITION\"" in HERITAGE LANGUAGE GRAMMARS",2019,"Domínguez, L., Hicks, G., Slabakova, R.",After-OS,iac 150,Yes,NA,NA,NA,NA,123,lk
931,1770de5b,http://doi.org/10.1515/iral-2018-2007,A cognitive approach to teaching deictic motion verbs to German and Italian students of Spanish,2019,"Colasacco, M.A.",After-OS,iac 80,Yes,NA,NA,NA,NA,124,lk
1296,3ed5f9b7,http://doi.org/10.1080/15235882.2019.1589604,Confronting ideologies: A discourse analysis of in-service teachers’ translanguaging stance through an ecological lens,2019,"Deroo, M.R., Ponzio, C.",After-OS,kc 145,Yes,NA,NA,NA,NA,125,lk
852,4c82f2bc,http://doi.org/10.1016/j.linged.2018.12.005,"“I still think there's a need for proper, academic, Standard English”: Examining a teacher's negotiation of multiple language ideologies",2019,"Weaver, M.M.",After-OS,iac 2,Yes,NA,NA,NA,NA,126,lk
1291,5149062c,http://doi.org/10.1016/j.amper.2019.100050,Determinants of spelling proficiency in hearing and deaf graduate students: The presentation of medial glottal stop,2019,"Almusawi, H.M.",After-OS,kc 140,Yes,NA,NA,NA,NA,127,lk
993,8c013c3c,http://doi.org/10.1016/j.wocn.2018.06.001,Using meta-analysis for evidence synthesis: The case of incomplete neutralization in German,2018,"Nicenboim, B., Roettger, T.B., Vasishth, S.",After-OS,kc 42,Yes,NA,NA,NA,NA,128,lk
967,bfd89fc9,http://doi.org/10.1016/j.pragma.2017.06.013,Inviting in Mandarin: Anticipating the likelihood of the success of an invitation,2018,"Yu, G., Wu, Y.",After-OS,kc 16,Yes,NA,NA,NA,NA,129,lk
900,1bd48d3f,http://doi.org/10.1080/10489223.2017.1344847,Early Underspecification of Functional Categories: Evidence from the Acquisition of Locative PPs in Russian,2018,"Mitrofanova, N.",After-OS,iac 49,Yes,NA,NA,NA,NA,130,lk
1020,1bbe2aee,http://doi.org/10.1007/s10772-017-9481-6,Combining evidences from excitation source and vocal tract system features for Indian language identification using deep neural networks,2018,"Kamsali Veera, M., Vuddagiri, R.K., Gangashetty, S.V., Vuppala, A.K.",After-OS,kc 69,Yes,NA,NA,NA,NA,131,lk
1304,d3efc028,http://doi.org/10.2989/16073614.2019.1692678,Passive and anticausative constructions: A new perspective to morphosyntax and lexical semantic interfaces,2019,"Mallya, A., Visser, M.",After-OS,kc 153,Yes,NA,NA,NA,NA,132,lk
1268,e6612cb3,http://doi.org/10.1016/j.jeap.2019.04.002,Factors influencing overseas learners’ Willingness to Communicate (WTC) on a pre-sessional programme at a UK university,2019,"Chichon, J.",After-OS,kc 117,Yes,NA,NA,NA,NA,133,lk
1118,a9eca9d5,http://doi.org/10.1515/lingty-2019-0016,Topicality and the typology of predicative possession,2019,"Chappell, H., Creissels, D.",After-OS,emb 167,Yes,NA,NA,NA,NA,134,lk
788,5ff4ba27,http://doi.org/10.1163/15699846-01801005,Where does the modality of Ancient Greek modal verbs come from? the relation between modality and oblique case marking,2018,"Danesi, S., Johnson, C.A., Bardal, J.",After-OS,emb 38,Yes,NA,NA,NA,NA,135,lk
780,7ced3d88,http://doi.org/10.2478/rela-2018-0001,From Coordination to Verbal Serialization - The PÓJŚĆ (Serial Verb) Construction in Polish,2018,"Andrason, A.",After-OS,emb 30,Yes,NA,NA,NA,NA,136,lk
1255,b77ff4cf,http://doi.org/10.1044/2019_JSLHR-H-18-0435,Age-related changes in speech recognition performance in spanish– english bilinguals’ first and second languages,2019,"Desjardins, J.L., Barraza, E.G., Orozco, J.A.",After-OS,kc 104,Yes,NA,NA,NA,NA,137,lk
1203,549cdf01,http://doi.org/,The effects of a sentence completion task vs. A sentence generation task on vocabulary learning: An exploratory study,2019,"Alanazi, Z.",After-OS,iac 152,Yes,NA,NA,NA,NA,138,lk
836,429582a1,http://doi.org/10.1558/sols.33154,Analyzing the production of a non-standard form: Variable use of preterit andar in Bogotano Spanish,2018,"Nemogá, M., Kanwit, M.",After-OS,emb 86,Yes,NA,NA,NA,NA,139,lk
1143,5977089a,http://doi.org/10.1215/00031283-7271217,Introduction: Changing perceptions of southernness,2018,"Cramer, J., Preston, D.R.",After-OS,emb 192,Yes,NA,NA,NA,NA,140,lk
1116,4166b232,http://doi.org/10.1075/ld.00004.bon,Blogs as interwoven polylogues The dialogic action game,2018,"Bondi, M.",After-OS,emb 165,Yes,NA,NA,NA,NA,141,lk
1010,eefe5c4d,http://doi.org/10.1159/000488758,The Effects of Emotion on Second Formant Frequency Fluctuations in Adults Who Stutter,2018,"Bauerly, K.R.",After-OS,kc 59,Yes,NA,NA,NA,NA,142,lk
1136,0f09a41a,http://doi.org/10.3366/cor.2019.0175,Subordination as a potential marker of complexity in serious and popular fiction: A corpus stylistic approach to the testing of literary critical claims,2019,"Montoro, R., McIntyre, D.",After-OS,emb 185,Yes,NA,NA,NA,NA,143,lk
1050,fb5cb873,http://doi.org/10.1080/13488678.2018.1440279,Using folktales as a way to operationalise the paradigm of teaching English as an international language,2018,"Lwin, S.M., Marlina, R.",After-OS,kc 99,Yes,NA,NA,NA,NA,144,lk
1305,40ab556a,http://doi.org/10.17576/gema-2018-1803-12,Automatic multi-lingual script recognition application,2018,"Abu-Ain, W.A.K., Abdullah, S.N.H.S., Omar, K., Abd. Rahman, S.Z.",After-OS,kc 154,Yes,NA,NA,NA,NA,145,lk
1145,1ff49fa5,http://doi.org/10.1162/coli_a_00334,Interactional stancetaking in online forums,2018,"Kiesling, S.F., Pavalanathan, U., Fitzpatrick, J., Han, X., Eisenstein, J.",After-OS,emb 194,Yes,NA,NA,NA,NA,146,lk
1165,1be96eb9,http://doi.org/10.1111/mila.12184,Subjectivity in gradable adjectives: The case of tall and heavy,2018,"Verheyen, S., Dewil, S., Égré, P.",After-OS,iac 114,Yes,NA,NA,NA,NA,147,lk
840,b3d97c6b,http://doi.org/10.1016/j.system.2018.07.003,Understanding primary school students’ use of self-regulated writing strategies through think-aloud protocols,2018,"Bai, B.",After-OS,emb 90,Yes,NA,NA,NA,NA,148,lk
1006,e225faa8,http://doi.org/10.1080/14664208.2018.1503390,"The homecoming of an Indigenous Australian diaspora as impetus for language revival: the Kaurna of the Adelaide plains, South Australia",2019,"Amery, R.",After-OS,kc 55,Yes,NA,NA,NA,NA,149,lk
1193,19d39f5f,http://doi.org/10.1044/2019_LSHSS-VOIA-18-0127,Key elements of robust vocabulary instruction for emergent bilingual adolescents,2019,"Crosson, A.C., McKeown, M.G., Robbins, K.P., Brown, K.J.",After-OS,iac 142,Yes,NA,NA,NA,NA,150,lk
816,c52c0403,http://doi.org/10.1111/lang.12322,Cognitive Language Aptitude,2019,"Doughty, C.J.",After-OS,emb 66,Yes,NA,NA,NA,NA,151,lk
1012,29e6fb91,http://doi.org/10.1016/j.system.2018.05.003,The relationship between English language learners’ motivation and online self-regulation: A structural equation modelling approach,2018,"Zheng, C., Liang, J.-C., Li, M., Tsai, C.-C.",After-OS,kc 61,Yes,NA,NA,NA,NA,152,lk
987,46fb6dde,http://doi.org/,Authenticity in online dynamic assessment: Iranian EFL learners` perspectives,2019,"Vakili, S., Ebadi, S.",After-OS,kc 36,Yes,NA,NA,NA,NA,153,lk
1270,2a8c4cf5,http://doi.org/10.1515/cllt-2016-0061,Similarity is closeness: Using distributional semantic spaces to model similarity in visual and linguistic metaphors,2019,"Bolognesi, M., Aina, L.",After-OS,kc 119,Yes,NA,NA,NA,NA,154,lk
1139,482af7c9,http://doi.org/10.1007/s10583-017-9326-6,The Influence of the Arab Spring on Arabic YA Literature,2019,"Anati, N.",After-OS,emb 188,Yes,NA,NA,NA,NA,155,lk
876,b58a40bf,http://doi.org/10.1007/s11145-018-9926-6,Multiple dimensions of adolescents’ reading attitudes and their relationship with reading comprehension,2019,"Jang, B.G., Ryoo, J.H.",After-OS,iac 25,Yes,NA,NA,NA,NA,156,lk
755,4f6001c2,http://doi.org/10.1080/10573569.2018.1560379,Retention of Reading Intervention Effects From Fourth to Fifth Grade for Students With Reading Difficulties,2019,"Wanzek, J., Petscher, Y., Al Otaiba, S., Donegan, R.E.",After-OS,emb 5,Yes,NA,NA,NA,NA,157,lk
1278,e7c4f6e9,http://doi.org/10.1007/s11145-017-9775-8,The contribution of phonological and morphological awareness in Chinese–English bilingual reading acquisition,2018,"Lin, C.Y., Cheng, C., Wang, M.",After-OS,kc 127,Yes,NA,NA,NA,NA,158,lk
824,92d9c5b3,http://doi.org/10.1177/1525740117727491,Online Communication Training for Parents of Children With Autism Spectrum Disorder,2018,"Douglas, S.N., Kammes, R., Nordquist, E.",After-OS,emb 74,Yes,NA,NA,NA,NA,159,lk
877,35a111fa,http://doi.org/10.22363/2312-9182-2018-22-1-94-107,Attaching feelings and emotions to propositions. Some insights on irony and internet communication,2018,"Yus, F.",After-OS,iac 26,Yes,NA,NA,NA,NA,160,lk
1053,3.3442876E7,http://doi.org/,Figurative ‘eye’ expressions in the conceptualization of emotions and personality traits in Slovak | Figurativni izrazi s komponentom ‘Oko’ u konceptualizaciji emocija i osobina ličnosti u Slovačkom jeziku,2018,"Ciprianová, E., Kováčová, Z.",After-OS,emb 102,Yes,NA,NA,NA,NA,161,lk
1030,bc9c82ba,http://doi.org/10.1002/trtr.1693,The Uses and Misuses of Graphic Organizers in Content Area Learning,2018,[No author name available],After-OS,kc 79,Yes,NA,NA,NA,NA,162,lk
1156,5e0d1073,http://doi.org/,A quantitative lexical study on commercial english,2019,"Gao, Z.",After-OS,iac 105,Yes,NA,NA,NA,NA,163,lk
1286,f8851df6,http://doi.org/10.5788/28-1-1463,An empirical study of EFL learners' dictionary use in Chinese–English translation,2018,"Liang, P., Xu, D.",After-OS,kc 135,Yes,NA,NA,NA,NA,164,lk
1236,2ac1a9a4,http://doi.org/10.1017/S0952675719000034,Phonotactic knowledge and phonetically unnatural classes: The plain uvular in Cochabamba Quechua,2019,"Gallagher, G.",After-OS,iac 185,Yes,NA,NA,NA,NA,165,lk
1063,c3dfba24,http://doi.org/10.1016/j.wocn.2018.04.002,Asymmetrical interlingual influence in the production of Spanish and English laterals as a result of competing activation in bilingual language processing,2018,"Amengual, M.",After-OS,emb 112,Yes,NA,NA,NA,NA,166,lk
823,548f6c5a,http://doi.org/10.1080/14708477.2019.1569671,Exploring dialectal variations on quality health communication and healthcare delivery in the Sissala District of Ghana,2019,"Abdulai, M., Alhassan, A.-R.K., Sanus, K.M.",After-OS,emb 73,Yes,NA,NA,NA,NA,167,lk
1152,0c65cdd8,http://doi.org/10.1016/j.pragma.2018.08.021,Emergent multiplicities of self- and other-construction in Korean workplace-based television dramas,2018,"Kim, M., Strauss, S.",After-OS,iac 101,Yes,NA,NA,NA,NA,168,lk
1033,8fe7b38b,http://doi.org/10.1353/lan.2019.0009,"Generative linguistics and neural networks at 60: Foundation, friction, and fusion",2019,"Pater, J.",After-OS,kc 82,Yes,NA,NA,NA,NA,169,lk
1045,204d833e,http://doi.org/10.22601/PET.2018.03.03,Positive and negative politeness in spoken lithuanian,2018,"Kamandulyte-Merfeldiene, L., Vainilavičiute, S.",After-OS,kc 94,Yes,NA,NA,NA,NA,170,lk
1056,72ce5267,http://doi.org/10.18492/dad.436226,Binding in Turkish nominal phrases and phase-sliding | Türkçe adcıl öbeklerde bağlama ve evre-kaydırma,2019,"Özgen, M.",After-OS,emb 105,Yes,NA,NA,NA,NA,171,lk
1261,bc5e5b11,http://doi.org/10.1080/17549507.2018.1457721,Language development in children who stutter: A review of recent research,2019,"Nippold, M.A.",After-OS,kc 110,Yes,NA,NA,NA,NA,172,lk
1147,8776f3ff,http://doi.org/10.1177/0033688217746205,Drama for L2 Speaking and Language Anxiety: Evidence from Brazilian EFL Learners,2018,"Galante, A.",After-OS,emb 196,Yes,NA,NA,NA,NA,173,lk
1262,61c86948,http://doi.org/10.18355/XL.2018.11.02.21,Exploring EFL teacher’s role in a smart learning environment-review study,2018,"Vasbieva, D.G., Sokolova, N.L., Masalimova, A.R., Shinkaruk, V.M., Kiva-Khamzina, Y.L.",After-OS,kc 111,Yes,NA,NA,NA,NA,174,lk
942,0caa1667,http://doi.org/10.1177/1086296X19859515,Literacy-Related Abilities’ Effects on Argumentative Text Quality Structure,2019,"Stavans, A., Seroussi, B., Zadunaisky Ehrlich, S.",After-OS,iac 91,Yes,NA,NA,NA,NA,175,lk
944,7c4201d9,http://doi.org/10.1016/j.specom.2018.10.009,"Binaural speech intelligibility through personal and non-personal HRTF via headphones, with added artificial noise and reverberation",2018,"Orduña-Bustamante, F., Padilla-Ortiz, A.L., Torres-Gallegos, E.A.",After-OS,iac 93,Yes,NA,NA,NA,NA,176,lk
1025,7964bf9b,http://doi.org/10.1017/S0272263118000049,SUBJECT POSITION and INFORMATION STRUCTURE in L2 Spanish,2018,"Sánchez Alvarado, C.",After-OS,kc 74,Yes,NA,NA,NA,NA,177,lk
1335,b0e7d5b3,http://doi.org/10.1002/trtr.1809,Hip-Hop Early Literacy in K–1 Classrooms,2019,"Meacham, S.J., Meacham, S., Thompson, M., Graves, H.",After-OS,kc 184,Yes,NA,NA,NA,NA,178,lk
1244,9f0d125b,http://doi.org/10.18823/asiatefl.2018.15.3.16.805,L2 listening instruction: More bottom-up or more top-down?,2018,"Yeldham, M.",After-OS,iac 193,Yes,NA,NA,NA,NA,179,lk
1034,81fba1e6,http://doi.org/10.1016/j.linged.2018.02.001,Creating translanguaging spaces in students’ academic writing practices,2018,"Kaufhold, K.",After-OS,kc 83,Yes,NA,NA,NA,NA,180,lk
812,1332a93f,http://doi.org/10.1017/S0954394518000066,A sociophonetic account of onset/s/weakening in Salvadoran Spanish: Instrumental and segmental analyses,2018,"Brogan, F.D., Bolyanatz, M.A.",After-OS,emb 62,Yes,NA,NA,NA,NA,181,mr
759,33f02c8f,http://doi.org/10.1016/j.esp.2018.08.001,Modeling Taiwanese adolescent learners’ English vocabulary acquisition and retention: The washback effect of the College Entrance Examination Center's reference word list,2018,"Reynolds, B.L., Shih, Y.-C., Wu, W.-H.",After-OS,emb 9,Yes,NA,NA,NA,NA,182,mr
1202,c6c513d7,http://doi.org/10.7764/ONOMAZEIN.48.07,Use and perception of code switching by students and instructors in the second language classroom in the US,2018,"Mad’arová, S.",After-OS,iac 151,Yes,NA,NA,NA,NA,183,mr
1028,77e82f80,http://doi.org/10.1007/s11061-018-9567-7,"Two or III Feet Apart: Oral Recitation, Roman Numerals, and Metrical Regularity in Capystranus",2018,"Ford, J.C.",After-OS,kc 77,Yes,NA,NA,NA,NA,184,mr
1316,832b3f5a,http://doi.org/10.30397/TJTESOL.201804_15(1).0002,Achievement differences and gender gaps in reading motivation: An examination of Taiwanese adolescent readers of english as a foreign language,2018,"Yau, J.-L.C., Lee, P.-Y.",After-OS,kc 165,Yes,NA,NA,NA,NA,185,mr
1005,aa0f2804,http://doi.org/10.1177/0033688217716507,Profiling Collocations in EFL Writing of Chinese Tertiary Learners,2019,"Chen, W.",After-OS,kc 54,Yes,NA,NA,NA,NA,186,mr
1247,ea8e6f5f,http://doi.org/10.1080/02702711.2019.1673602,"Patterns of Silent Reading Rate and Comprehension as a Function of Developmental Status, Genre, and Text Position",2019,"Hayden, E., Hiebert, E.H., Trainin, G.",After-OS,iac 196,Yes,NA,NA,NA,NA,187,mr
1194,c4724409,http://doi.org/10.1353/lan.2018.0034,Deponency in finite and nonfinite contexts,2018,"Grestenberger, L.",After-OS,iac 143,Yes,NA,NA,NA,NA,188,mr
961,49cde95b,http://doi.org/10.1044/2018_JSLHR-S-17-0125,“Do i sound straight?”: Acoustic correlates of actual and perceived sexual orientation and masculinity/femininity in men’s speech,2018,"Kachel, S., Simpson, A.P., Steffens, M.C.",After-OS,kc 10,Yes,NA,NA,NA,NA,189,mr
1164,5408749b,http://doi.org/10.37237/100402,Establishing online synchronous support for self-access language learning,2019,"Andersson, S., Nakahashi, M.",After-OS,iac 113,Yes,NA,NA,NA,NA,190,mr
1324,10012f27,http://doi.org/10.1162/coli_a_00343,Parsing Chinese sentences with grammatical relations,2019,"Sun, W., Chen, Y., Wan, X., Liu, M.",After-OS,kc 173,Yes,NA,NA,NA,NA,191,mr
979,282ef69c,http://doi.org/10.1080/01434632.2017.1301944,Assessing the sociolinguistic vitality of Istanbulite Romeyka: an attitudinal study,2018,"Schreiber, L., Sitaridou, I.",After-OS,kc 28,Yes,NA,NA,NA,NA,192,mr
1072,f40502c8,http://doi.org/10.1162/ling_a_00267,Case and the event structure of nominalizations,2018,"López, L.",After-OS,emb 121,Yes,NA,NA,NA,NA,193,mr
814,1219375f,http://doi.org/10.11649/cs.1939,A cognitive linguistics approach to internet memes on selected Polish internet sites,2019,"Ostanina-Olszewska, J., Majdzinska-Koczorowicz, A.",After-OS,emb 64,Yes,NA,NA,NA,NA,194,mr
970,2c58c4ee,http://doi.org/10.1075/consl.00002.wan,On maximality in mandarin possessives,2019,"Wang, C.-A.A.",After-OS,kc 19,Yes,NA,NA,NA,NA,195,mr
1023,38c5c978,http://doi.org/10.1080/14708477.2018.1474887,"Lobster, tourism and other kinds of business. Economic opportunity and language choice in a multilingual village in Belize",2018,"Schneider, B.",After-OS,kc 72,Yes,NA,NA,NA,NA,196,mr
1276,c4de8978,http://doi.org/10.1016/j.specom.2018.02.005,Speech bottleneck feature extraction method based on overlapping group lasso sparse deep neural network,2018,"Luo, Y., Liu, Y., Zhang, Y., Yue, C.",After-OS,kc 125,Yes,NA,NA,NA,NA,197,mr
1097,2d1d51f8,http://doi.org/10.1080/23273798.2018.1433863,Another cup of TEE? The processing of second language near-cognates in first language reading<sup>*</sup>,2018,"Lemhöfer, K., Huestegge, L., Mulder, K.",After-OS,emb 146,Yes,NA,NA,NA,NA,198,mr
1333,9b2649ee,http://doi.org/10.1017/S027226311900041X,Emotions in incidental language learning,2019,"Miller, Z.F., Godfroid, A.",After-OS,kc 182,Yes,NA,NA,NA,NA,199,mr
1052,a4756719,http://doi.org/10.22055/rals.2019.15151,Diachronic semantic changes of French borrowed vocabulary in the Russian language,2019,"Andrianova, N.S., Ostroumova, O.F., Mingazova, R.R., Vanchikova, E.A.",After-OS,emb 101,Yes,NA,NA,NA,NA,200,mr
1298,0f760436,http://doi.org/10.1515/sem-2018-0003,Semiotic alignment: Towards a dialogical model of interspecific communication,2019,"Ribó, I.",After-OS,kc 147,Yes,NA,NA,NA,NA,201,mr
1142,51173c44,http://doi.org/10.22210/govor.2018.35.10,Synchronised and non-synchronised articulation of Polish nasals ą and ę in child and adult speech,2018,"Kudera, J.",After-OS,emb 191,Yes,NA,NA,NA,NA,202,mr
756,4d4b192f,http://doi.org/10.1017/S0958344018000071,Critically examining the use of blog-based fanfiction in the advanced language classroom,2019,"Sauro, S., Sundmark, B.",After-OS,emb 6,Yes,NA,NA,NA,NA,203,mr
1204,f48a3051,http://doi.org/,"Examining the Morphological Processing of Inflected and Derived words by Students in Grades 7, 8, and 9",2019,"Ella, J.R., Casalan, M.C., Lucas, R.I.G.",After-OS,iac 153,Yes,NA,NA,NA,NA,204,mr
1182,d3ebac3a,http://doi.org/10.1007/s10936-018-9612-5,Predictive Language Processing in Preschool Children with Autism Spectrum Disorder: An Eye-Tracking Study,2019,"Zhou, P., Zhan, L., Ma, H.",After-OS,iac 131,Yes,NA,NA,NA,NA,205,mr
1319,1eb53511,http://doi.org/10.1075/sic.00047.mun,Prosody: A feature of languages or a feature of speakers? Asturian and Castilian in the center of Asturias,2019,"Muñiz-Cachón, C.",After-OS,kc 168,Yes,NA,NA,NA,NA,206,mr
1044,7c7843aa,http://doi.org/10.18355/xl.2019.12.01.09,A model for forming tolerance in profession-oriented text translators as part of the process of developing their sociocultural competence,2019,"Telezhko, I., Biryukova, Y., Kurilenko, V.",After-OS,kc 93,Yes,NA,NA,NA,NA,207,mr
1091,34bd38f5,http://doi.org/10.17576/3L-2018-2401-04,Influence of language learning anxiety on L2 speaking and writing of Filipino engineering students,2018,"Macayan, J.V., Quinto, E.J.M., Otsuka, J.C., Cueto, A.B.S.",After-OS,emb 140,Yes,NA,NA,NA,NA,208,mr
868,d2c4f7a0,http://doi.org/10.22055/rals.2018.13794,Investigating researcher identity in qualitative research articles in applied linguistics journals through the lens of CDA,2018,"Rahimpour, S., Sotoudehnama, E., Sasani, F.",After-OS,iac 17,Yes,NA,NA,NA,NA,209,mr
1095,8328c7d1,http://doi.org/10.1002/tesj.415,Equal educational opportunity for English learners: ESL teachers’ conceptualizations on the importance of academic language,2019,"Lachance, J.R., Honigsfeld, A., Harrell, G.",After-OS,emb 144,Yes,NA,NA,NA,NA,210,mr
1271,4cc96897,http://doi.org/10.1017/S0272263118000037,ACADEMIC BUOYANCY,2018,"Yun, S., Hiver, P., Al-Hoorie, A.H.",After-OS,kc 120,Yes,NA,NA,NA,NA,211,mr
1306,6ba0d34a,http://doi.org/10.1007/s11185-017-9187-z,The honorific third person plural in Slavic,2018,"Houtzagers, P.",After-OS,kc 155,Yes,NA,NA,NA,NA,212,mr
773,8.86E11,http://doi.org/10.1093/ijl/ecx011,Evaluating a 12-million-Word Corpus as a Source of Dictionary Data,2018,"Wójtowicz, B.",After-OS,emb 23,Yes,NA,NA,NA,NA,213,mr
815,c7908485,http://doi.org/,From authentic input to authentic output: Assessing the real world potential of ESP tourism student writing,2018,"Friedman, G.",After-OS,emb 65,Yes,NA,NA,NA,NA,214,mr
1340,a1d6bec3,http://doi.org/,"Constructing, reconstructing and developing teacher identity in supportive contexts",2019,"Kaya, M.H., Dikilitaş, K.",After-OS,kc 189,Yes,NA,NA,NA,NA,215,mr
897,6a316045,http://doi.org/,A critical look at NLP in ELT,2018,"Mayne, R.",After-OS,iac 46,Yes,NA,NA,NA,NA,216,mr
980,5e677635,http://doi.org/10.1017/S0272263116000437,Lexical and syntactic congruency in L2 predictive gender processing,2018,"Hopp, H., Lemmerth, N.",After-OS,kc 29,Yes,NA,NA,NA,NA,217,mr
1237,327d341b,http://doi.org/10.1016/j.jfludis.2018.01.001,Use of a phoneme monitoring task to examine lexical access in adults who do and do not stutter,2018,"Howell, T.A., Bernstein Ratner, N.",After-OS,iac 186,Yes,NA,NA,NA,NA,218,mr
1310,4b6296c5,http://doi.org/,Locative verbs in Turkish: A psycholinguistic analysis,2019,"Kirmizi, G.D., Kirkici, B.",After-OS,kc 159,Yes,NA,NA,NA,NA,219,mr
1024,3.0630572E7,http://doi.org/10.1093/applin/amw030,The best of both worlds: Combining cognitive linguistics and pedagogic tasks to teach english conditionals,2018,"Jacobsen, N.D.",After-OS,kc 73,Yes,NA,NA,NA,NA,220,mr
1038,ddf2990d,http://doi.org/10.1017/S1351324919000135,NLP commercialisation in the last 25 years,2019,"Dale, R.",After-OS,kc 87,Yes,NA,NA,NA,NA,221,mr
916,ea632f31,http://doi.org/10.1016/j.langcom.2019.03.001,The problematic definition of ‘Chinese’ in Hong Kong,2019,"Clark, A.S.",After-OS,iac 65,Yes,NA,NA,NA,NA,222,mr
1213,be73e73d,http://doi.org/10.1080/13670050.2016.1231773,Translanguaging in Chinese foreign language classrooms: students and teachers’ attitudes and practices,2019,"Wang, D.",After-OS,iac 162,Yes,NA,NA,NA,NA,223,mr
884,04a09446,http://doi.org/10.1080/23273798.2017.1401101,The N400 as an index of lexical preactivation and its implications for prediction in language comprehension,2018,"Szewczyk, J.M., Schriefers, H.",After-OS,iac 33,Yes,NA,NA,NA,NA,224,mr
1015,53ecc183,http://doi.org/10.21638/11701/SPBU20.2019.202,"\""As isis loved osiris, so let matrona love theodoros⋯\"": Sympathetic magic and similia similibus formulae in Greek and Latin curse tablets (Part 2)",2019,"Franek, J., Urbanová, D.",After-OS,kc 64,Yes,(note: philology and classics),NA,NA,NA,225,mr
951,036ef9f2,http://doi.org/10.1111/1460-6984.12495,Speech and language therapy for primary progressive aphasia across the UK: A survey of current practice,2019,"Volkmer, A., Spector, A., Warren, J.D., Beeke, S.",After-OS,iac 100,Yes,NA,NA,NA,NA,226,mr
934,28825a50,http://doi.org/10.1075/lic.17011.pes,Slavic and Romance pro-drop in contrast: Evidence from Czech and Spanish,2019,"Pešková, A.",After-OS,iac 83,Yes,NA,NA,NA,NA,227,mr
865,07641c49,http://doi.org/10.1017/S0305000917000162,Temporal features of word-initial /s/+stop clusters in bilingual Mandarin-English children and monolingual English children and adults,2018,"Yang, J.",After-OS,iac 14,Yes,NA,NA,NA,NA,228,mr
1016,8.4326216E7,http://doi.org/10.1111/ijal.12202,Driving instruction at high speed on a race circuit: Issues in action formation and sequence organization,2018,"Mondada, L.",After-OS,kc 65,Yes,NA,NA,NA,NA,229,mr
1049,18cf4788,http://doi.org/,Exploring the SSCI Phenomenon within the Publish or Perish Principle for Non-native English-speaking ELT Professionals,2018,"Kung, F.-W.",After-OS,kc 98,Yes,NA,NA,NA,NA,230,mr
