"row_num","ID","clickable_doi","Title","Year","Authors","year_split"
69,"19165bbd","http://doi.org/10.1080/10570314.2017.1320809","Rand Paul at Howard University and the Rhetoric of the New Southern Strategy",2018,"Neville-Shepard, R.","After-OS"
70,"493045fa","http://doi.org/10.5699/modelangrevi.114.4.0740","The influence of Sobaka Na Sene (Yan Frid, 1978) on Pilar Miró's El Perro Del Hortelano (1996)",2019,"Carmona, A.","After-OS"
71,"886309e6","http://doi.org/10.1093/ijl/ecx011","Evaluating a 12-million-Word Corpus as a Source of Dictionary Data",2018,"Wójtowicz, B.","After-OS"
72,"6701e907","http://doi.org/10.1093/fmls/cqx082","Revenge and its attenuation: Honour and affect in Cervantes and Alemán",2018,"Scham, M.","After-OS"
73,"b0b85ef4","http://doi.org/10.1017/S0305000917000125","Preposition accuracy on a sentence repetition task in school age Spanish-English bilinguals",2018,"Taliancich-Klinger, C.L., Bedore, L.M., Peña, E.D.","After-OS"
74,"c4d31be7","http://doi.org/10.1007/s11145-017-9767-8","Copying helps novice learners build orthographic knowledge: methods for teaching Devanagari akshara",2018,"Bhide, A.","After-OS"
75,"d28ff3d4","http://doi.org/10.1016/j.wocn.2018.08.004","Coordinative patterns underlying cross-linguistic rhythmic differences",2019,"Lancia, L., Krasovitsky, G., Stuntebeck, F.","After-OS"
76,"fce1b2fc","http://doi.org/10.3758/s13414-018-1558-z","Effects of canonical color, luminance, and orientation on sustained inattentional blindness for scenes",2018,"Webster, K., Clarke, J., Mack, A., Ro, T.","After-OS"
77,"0d859c02","http://doi.org/10.1017/S1360674317000442","Is vowel nasalisation phonological in English? A systematic review",2019,"Krämer, M.","After-OS"
78,"7ced3d88","http://doi.org/10.2478/rela-2018-0001","From Coordination to Verbal Serialization - The PÓJŚĆ (Serial Verb) Construction in Polish",2018,"Andrason, A.","After-OS"
79,"bbf5d747","http://doi.org/10.1080/17549507.2017.1400589","The effectiveness of a classroom-based phonological awareness program for 4–5-year-olds",2019,"Kelly, C., Leitão, S., Smith-Lock, K., Heritage, B.","After-OS"
80,"96c0fe0b","http://doi.org/10.1353/jcl.2019.0001","Use of alternative characters in the annotations of ancient texts",2019,"Ho, C.W.","After-OS"
81,"8e2566f5","http://doi.org/10.1007/s10772-019-09613-w","Single channel speech enhancement using an MVDR filter in the frequency domain",2019,"Kammi, S.","After-OS"
82,"8ae2627d","http://doi.org/10.1162/COLIa00362","Syntactically meaningful and transferable recursive neural networks for aspect and opinion extraction",2019,"Wang, W., Pan, S.J.","After-OS"
83,"d3c6c187","http://doi.org/10.12963/csd.18572","Language familiarity hypothesis and delayed auditory feedback: A study on speech disruptions in typical Kannada (L1)-English (L2) bilinguals | 언어 친숙성 가설과 지연청각역입: 칸나다어(L1)-영어(L2) 이중언어사용 일반아동의 구어붕괴",2019,"Mahesh, B.V.M., Prathibha, K.S.A., Vijayeshwari, S., Kajol, N.","After-OS"
84,"03bf4749","http://doi.org/10.3758/s13414-019-01774-9","Visual working memory deficits in undergraduates with a history of mild traumatic brain injury",2019,"Arciniega, H., Kilgore-Gomez, A., Harris, A., Peterson, D.J., McBride, J., Fox, E., Berryhill, M.E.","After-OS"
85,"f2fd906a","http://doi.org/10.3758/s13414-018-1516-9","Learning efficient visual search for stimuli containing diagnostic spatial configurations and color-shape conjunctions",2018,"Reavis, E.A., Frank, S.M., Tse, P.U.","After-OS"
86,"5ff4ba27","http://doi.org/10.1163/15699846-01801005","Where does the modality of Ancient Greek modal verbs come from? the relation between modality and oblique case marking",2018,"Danesi, S., Johnson, C.A., Bardal, J.","After-OS"
87,"2bb80ddd","http://doi.org/10.1080/14790718.2018.1444044","L1 and L2 role assignment in L3 learning. Is there a pattern?",2019,"Falk, Y., Lindqvist, C.","After-OS"
88,"94214d47","http://doi.org/","Parallel growths",2018,"David, J.","After-OS"
89,"1f3a4a10","http://doi.org/10.1007/s11145-017-9815-4","Investigating the validity of two widely used quantitative text tools",2018,"Cunningham, J.W., Hiebert, E.H., Mesmer, H.A.","After-OS"
90,"8e62c0dd","http://doi.org/10.1080/23273798.2018.1444185","Predictive processing of syntactic information: evidence from event-related brain potentials",2018,"Yano, M.","After-OS"
91,"89f0a10f","http://doi.org/10.22055/rals.2019.15376","Kazan philistines students' language learning style and language learning strategies: A gender-based study",2019,"Bessonova, T., Misbakhova, A.","After-OS"
92,"5d7933d7","http://doi.org/10.31820/f.31.2.8","Graphetic and graphematic features of the protestant edition of Spovid (1564) | Grafetička i grafematička obilježja protestantske Spovidi (1564) u kontekstu hrvatskoga književnog jezika 16. Stoljeća",2019,"Krezić, V.B.","After-OS"
93,"4918b08b","http://doi.org/10.1515/sem-2016-0206","Translating iconicities of classical Chinese poetry",2018,"Zhao, G., Flotow, L.V.","After-OS"
94,"db234c5c","http://doi.org/10.1007/s41701-017-0029-4","‘We Are Going to Do a Lot of Things for College Tuition’: Vague Language in the 2016 U.S. Presidential Debates",2018,"Parvaresh, V.","After-OS"
95,"6c4eb20c","http://doi.org/","The effects of rapamycin on the symptoms of cerebral ischemia due to changing the expression of miR-1 and its target genes, Bad and Bcl-w",2018,"Talebi, A., Rahnema, M., Bigdeli, M.R.","After-OS"
96,"8f4392bf","http://doi.org/10.1080/07374836.2017.1399489","The Lost Translator’s Copy: David Hawkes’ Construction of a Base Text in Translating Hongloumeng",2018,"Shengyu, F.","After-OS"
97,"730a2ad1","http://doi.org/10.5209/CLAC.60520","The process of academic literacy in Civil Engineering Computer Science. An approach to academic writing and its genres in a learning community",2018,"Marinkovich, J., Sologuren, E., Shawky, M.","After-OS"
98,"8c5e2ed3","http://doi.org/10.1177/1367006918763140","The effect of language on recognition memory in first language and second language speakers: The case of placement events",2019,"Koster, D., Cadierno, T.","After-OS"
99,"cdb33e3b","http://doi.org/10.1080/02687038.2017.1409870","Exploring Snapchat as a dynamic capture tool for social networking in persons with aphasia",2018,"Baier, C.K., Hoepner, J.K., Sather, T.W.","After-OS"
100,"f84c0433","http://doi.org/10.1353/apa.2018.0005","From critical days to critical hours: Galenic refinements of Hippocratic models",2018,"Miller, K.J.","After-OS"
101,"29ad2132","http://doi.org/","Task-based language teaching and theme-based role-play: Developing EFL learners’ communicative competence",2019,"Waluyo, B.","After-OS"
102,"c7a6435e","http://doi.org/10.25162/hermes-2018-0036","Sophocles' ajax and its double agon in light of intertextual relations",2018,"Carmen Encinas Reguero, M.","After-OS"
103,"69d205e9","http://doi.org/10.1080/23273798.2017.1410560","Metaphoric extension, relational categories, and abstraction",2019,"Gentner, D., Asmuth, J.","After-OS"
104,"5e185110","http://doi.org/10.1044/2018_AJSLP-17-0174","Separate and combined influence of cognitive impairment and dysarthria on functional communication in multiple sclerosis",2018,"Feenaughty, L., Tjaden, K., Weinstock-Guttman, B., Benedict, R.H.B.","After-OS"
105,"98963718","http://doi.org/10.1075/wll.00029.bur","Developing a unified orthography for Berawan: An endangered Bornean language",2019,"Burkhardt, J.L., Burkhardt, J.M.","After-OS"
106,"1392d8ed","http://doi.org/10.1080/09588221.2019.1614068","The effects of intrinsic cognitive load and gameplay interest on flow experience reflecting performance progress in a Chinese remote association game",2019,"Hong, J.-C., Hwang, M.-Y., Tai, K.-H., Lin, P.-H.","After-OS"
107,"a584e7b1","http://doi.org/10.21315/kajh2018.25.1.2","The implication of conjunctive element shifts in the translation of argumentative texts",2018,"Sheng, S.H., Kwee, S.B., Ling, L.W.","After-OS"
108,"018bc6cd","http://doi.org/10.1016/j.poetic.2018.05.002","Revenge of the nerds: Cultural capital and the politics of lifestyle among adolescent elites",2018,"Pedersen, W., Jarness, V., Flemmen, M.","After-OS"
109,"700cd48e","http://doi.org/10.1353/mln.2019.0098","From the impasses of baltimore to the strategy of deconstruction: Thinking \history\ beyond the language of metaphysics",2019,"Alombert, A.","After-OS"
110,"1332a93f","http://doi.org/10.1017/S0954394518000066","A sociophonetic account of onset/s/weakening in Salvadoran Spanish: Instrumental and segmental analyses",2018,"Brogan, F.D., Bolyanatz, M.A.","After-OS"
111,"e86871b8","http://doi.org/10.1016/j.compcom.2018.03.001","Digital Writing, Multimodality, and Learning Transfer: Crafting Connections between Composition and Online Composing",2018,"Shepherd, R.P.","After-OS"
112,"1219375f","http://doi.org/10.11649/cs.1939","A cognitive linguistics approach to internet memes on selected Polish internet sites",2019,"Ostanina-Olszewska, J., Majdzinska-Koczorowicz, A.","After-OS"
113,"c7908485","http://doi.org/","From authentic input to authentic output: Assessing the real world potential of ESP tourism student writing",2018,"Friedman, G.","After-OS"
114,"c52c0403","http://doi.org/10.1111/lang.12322","Cognitive Language Aptitude",2019,"Doughty, C.J.","After-OS"
115,"e64c46ed","http://doi.org/10.2989/16073614.2018.1450638","Language learning applications for Sepedi: a user experience study",2018,"Wilken, I., Taljard, E., de Wet, F.","After-OS"
116,"fa06ff37","http://doi.org/10.13128/JEMS-2279-7149-24880","About french vernacular traditions: Medieval roots of modern theatre practices",2019,"Smith, D.","After-OS"
117,"b809dff3","http://doi.org/10.1177/0142723719828258","Effects of grammatical category and morphology on fast mapping in typically developing and late talking toddlers",2019,"Rujas, I., Casla, M., Mariscal, S., Lázaro López-Villaseñor, M., Murillo Sanz, E.","After-OS"
118,"fe51ccb7","http://doi.org/10.1080/07908318.2017.1350189","Attitudes and anxieties of business and education students towards English: some data from the Basque Country",2018,"Santos, A., Cenoz, J., Gorter, D.","After-OS"
119,"f4a3d4ec","http://doi.org/10.1016/j.langsci.2019.01.002","Perception of lexical stress and sentence focus by Korean-speaking and Spanish-speaking L2 learners of English",2019,"Lee, G., Shin, D.-J., Martinez Garcia, M.T.","After-OS"
120,"1d77cfd8","http://doi.org/10.1044/2018_LSHSS-17-0141","Screening children’s speech: The impact of imitated elicitation and word position",2019,"McLeod, S., Masso, S.","After-OS"
121,"548f6c5a","http://doi.org/10.1080/14708477.2019.1569671","Exploring dialectal variations on quality health communication and healthcare delivery in the Sissala District of Ghana",2019,"Abdulai, M., Alhassan, A.-R.K., Sanus, K.M.","After-OS"
122,"92d9c5b3","http://doi.org/10.1177/1525740117727491","Online Communication Training for Parents of Children With Autism Spectrum Disorder",2018,"Douglas, S.N., Kammes, R., Nordquist, E.","After-OS"
123,"3598d9e8","http://doi.org/10.4102/rw.v10i1.209","English vocabulary exposure in South African township schools: Pitfalls and opportunities",2019,"Stoffelsma, L.","After-OS"
124,"2fffb7f5","http://doi.org/10.1075/forum.18015.mod","Developing and validating involvement in translation scale and its relationship with translation ability",2019,"Modarresi, G.","After-OS"
125,"63e8287f","http://doi.org/10.12807/ti.110202.2018.a06","Probing for sensitivity in translated survey questions: Differences in respondent feedback across cognitive probe types",2018,"Mneimneh, Z., Hibben, K.C., Bilal, L., Hyder, S., Shahab, M., Binmuammar, A., Altwaijri, Y.","After-OS"
126,"a76f8d5f","http://doi.org/10.1080/02666286.2018.1496698","Robert smithson: A rhetoric of movement",2018,"Muir, P.","After-OS"
127,"9f5ffbee","http://doi.org/10.1515/les-2019-0003","Rewritten Autobiography: W. E. B. du Bois' Soliloquy on Viewing My Life in the German Democratic Republic",2019,"Beck, H.","After-OS"
128,"c662cb90","http://doi.org/10.1353/dic.2019.0015","Etymology and the doctrine of correctness: Word meaning in dictionaries of english usage",2019,"Chapman, D.","After-OS"
129,"c103fcfd","http://doi.org/10.1044/2018_AJSLP-16-0239","The effects of parent training on vocabulary scores of young children with hearing loss",2018,"Lund, E.","After-OS"
130,"1deba029","http://doi.org/10.1016/j.system.2018.04.009","Collaborative writing in the EFL classroom: The effects of L1 and L2 use",2018,"Zhang, M.","After-OS"
131,"30a32d49","http://doi.org/10.1007/s11145-018-9901-2","Effects of preschoolers’ storybook exposure and literacy environments on lower level and higher level language skills",2019,"Grolig, L., Cohrdes, C., Tiffin-Richards, S.P., Schroeder, S.","After-OS"
132,"d21775e7","http://doi.org/10.1093/applin/amx026","Expanding the Methodological Arsenal of Applied Linguistics with a Robust Statistical Procedure",2018,"Nikitina, L., Furuoka, F.","After-OS"
133,"efed3434","http://doi.org/10.1080/1750399X.2019.1617653","Acquisition of interpreting strategies by student interpreters",2019,"Dong, Y., Li, Y., Zhao, N.","After-OS"
134,"429582a1","http://doi.org/10.1558/sols.33154","Analyzing the production of a non-standard form: Variable use of preterit andar in Bogotano Spanish",2018,"Nemogá, M., Kanwit, M.","After-OS"
135,"18978d3f","http://doi.org/","Prospective teachers’ level of communicative competence as basis for English program enhancement",2019,"Lingan, L.M.","After-OS"
136,"6529b241","http://doi.org/10.5840/ajs201862038","Human understanding: The key triad",2018,"Cobley, P.","After-OS"
137,"75279ffa","http://doi.org/10.1515/iral-2018-2006","Mr Bean exits the garage driving or does he drive out of the garage? Bidirectional transfer in the expression of Path",2019,"Muñoz, M., Cadierno, T.","After-OS"
138,"b3d97c6b","http://doi.org/10.1016/j.system.2018.07.003","Understanding primary school students’ use of self-regulated writing strategies through think-aloud protocols",2018,"Bai, B.","After-OS"
139,"8183a3b8","http://doi.org/10.1111/flan.12391","Exploring achievement goal theory, ACTFL's 5 Cs, and the L2 classroom: What goals do students set?",2019,"Miller, A.M.","After-OS"
140,"4b662f31","http://doi.org/","Documenting a language with phonemic and phonetic variation: The case of Enets",2018,"Khanina, O.","After-OS"
141,"b6f15826","http://doi.org/10.1080/10350330.2018.1443584","Heritage, semiotics and innovations: architectural space, object-designs, meanings and implications in sustainable development",2019,"Saidi, U.","After-OS"
142,"9a09e48d","http://doi.org/10.1163/24055069-00303003","The Making of a Man of Letters: The Backstage and Afterlife of Paul Rapin Thoyras' Histoire d'Angleterre",2018,"Franchina, M.","After-OS"
143,"74dfd1f9","http://doi.org/10.3828/AJFS.2019.05","Ghosts in the text: Writing technologies, authorial strategy and the politics of reactionary autoimmunity in Houellebecq's works",2019,"Grass, D.","After-OS"
144,"b7db41e5","http://doi.org/10.12832/94733","THE FACULTY of LANGUAGE between PROBLEMS and PARADOXES",2019,"Amato, S.I.","After-OS"
145,"9b50121d","http://doi.org/10.1080/00751634.2018.1411091","‘Maister of al artificiall force and sleight’: Tempo and dissimulation in castiglione’s book of the courtier",2018,"Coblentz, D.","After-OS"
146,"ae44da3b","http://doi.org/10.1017/S0305000917000307","Parent-child conversations about literacy: A longitudinal, observational study",2018,"Treiman, R., Decker, K., Robins, S., Ghosh, D., Rosales, N.","After-OS"
147,"f4b5acb6","http://doi.org/10.1075/is.18018.mak","Task allocation for improved ergonomics in Human-Robot Collaborative Assembly",2019,"Makrini, I.E., Merckaert, K., De Winter, J., Lefeber, D., Vanderborght, B.","After-OS"
148,"4937a608","http://doi.org/10.1080/13488678.2018.1471639","Negotiating ‘ares,’ ‘cans,’ and ‘shoulds’ of being and becoming in English language teaching: two teacher accounts from one Japanese university",2019,"Rudolph, N., Yazan, B., Rudolph, J.","After-OS"
149,"98e4c5f9","http://doi.org/10.1590/1984-6398201813190","L2 speech intelligibility: Effects of coda modification, degree of semantic information and listeners’ background | Inteligibilidade da fala em l2: Efeitos da coda modificada, grau de informação semântica e perfil dos ouvintes",2018,"Silveira, R., Silva, T.C.","After-OS"
150,"4c82f2bc","http://doi.org/10.1016/j.linged.2018.12.005","“I still think there's a need for proper, academic, Standard English”: Examining a teacher's negotiation of multiple language ideologies",2019,"Weaver, M.M.","After-OS"
151,"cc8eb677","http://doi.org/10.1007/s11145-018-9829-6","Identifying the unique role of orthographic working memory in a componential model of Hong Kong kindergarteners’ Chinese written spelling",2018,"Mo, J., McBride, C., Yip, L.","After-OS"
152,"c8dfbf73","http://doi.org/10.1002/tesj.377","Experienced teachers’ beliefs and practices toward communicative approaches in teaching English as a foreign language in rural Ukraine",2019,"Mason, A., Payant, C.","After-OS"
153,"6e498852","http://doi.org/10.1075/rcl.00019.kri","English as a lingua franca in Europe: The identification of L1 and L2 accents",2018,"Kristiansen, G., Zenner, E., Geeraerts, D.","After-OS"
154,"f8cbe70a","http://doi.org/10.5817/BSE2018-2-7","In search of a new epistemology of the urban in the writing of Ivan Vladislavić",2018,"Kębłowska-Ławniczak, E.","After-OS"
155,"437cd2b2","http://doi.org/","The role of language in creating myths",2018,"Aroshidze, M.","After-OS"
156,"714edbdd","http://doi.org/10.1016/j.lingua.2019.06.006","Socio-psychological salience and categorisation accuracy of speaker place of origin",2019,"McKenzie, R.M., Huang, M., Ong, T.T., Snodin, N.","After-OS"
157,"caa447f1","http://doi.org/","Inter-textual vocabulary growth patterns for marine engineering English",2019,"Li, J.","After-OS"
158,"0c77fd76","http://doi.org/","Analyzing in-service and pre-service teachers' perceptions on peer reflection at iain bone",2019,"Wanci, R., Darwis, N.","After-OS"
159,"5727dbfb","http://doi.org/10.1007/s11061-019-09598-6","Fornication in Juan’s Dark Night",2019,"McGlynn, M.","After-OS"
160,"f21c118d","http://doi.org/10.1093/hcr/hqy011","Solidarity effects in social movement messaging: How cueing dominant group identity can increase movement support",2019,"Lane, D.S., Coles, S.M., Saleem, M.","After-OS"
161,"1bc1f947","http://doi.org/10.1093/fmls/cqx074","Honegger, Cocteau and a man-eating lion on the Eiffel tower: Concealment and contradiction",2018,"Connon, D.","After-OS"
162,"7e12bcd4","http://doi.org/10.18778/2083-8530.19.05","Transversal Connections: The Cervantes Quatercentenary in Spain and its Comparison with \Shakespeare Lives\""",2019,"Gregor, K.","After-OS"
163,"07641c49","http://doi.org/10.1017/S0305000917000162","Temporal features of word-initial /s/+stop clusters in bilingual Mandarin-English children and monolingual English children and adults",2018,"Yang, J.","After-OS"
164,"a15b44ab","http://doi.org/10.13110/narrcult.5.1.0121","A mirror for princesses: Mūnis-nāma, a twelfth-century collection of persian tales corresponding to the ottoman turkish tales of the faraj baʿd al-shidda",2018,"Askari, N.","After-OS"
165,"fc2adc52","http://doi.org/10.1086/696145","A Basmala-inscribed jug from Arsur’s Mamluk destruction of ad 1265: The religious manifestation of a Christian- Used table vessel?",2018,"Tal, O.","After-OS"
166,"d2c4f7a0","http://doi.org/10.22055/rals.2018.13794","Investigating researcher identity in qualitative research articles in applied linguistics journals through the lens of CDA",2018,"Rahimpour, S., Sotoudehnama, E., Sasani, F.","After-OS"
167,"b96d9c64","http://doi.org/10.25162/hermes-2019-0043","Did Nicanor actually write a treatise (Greek Passage) (On the ships at anchor)?",2019,"Nünlist, R.","After-OS"
168,"d59352a0","http://doi.org/10.28914/Atlantis-2019-41.2.10","Flying solo: Mobility in up in the air",2019,"Treviño, I.","After-OS"
169,"70a59948","http://doi.org/10.1007/s11145-017-9742-4","Investigating the mechanisms of written word production: insights from the written blocked cyclic naming paradigm",2019,"Breining, B., Rapp, B.","After-OS"
170,"6e464f99","http://doi.org/10.22055/rals.2019.14694","A spiritual and moral pursuit of Russian literature in the 19th century (Axiological aspect of literary research)",2019,"Zhilenkov, A.I., Kichigina, V.V., Polovneva, M.V., Poltoratskaya, S.V., Semykina, E.N., Shirina, E.A.","After-OS"
171,"b68571d2","http://doi.org/10.1163/15685365-12341612","Ein \Ocean von Gelehrsamkeit\: Sir William Mitchell Ramsays Briefe an Adolf von Harnack",2018,"Weiß, A.","After-OS"
172,"8ef7c6a0","http://doi.org/10.1080/14781700.2018.1534697","Translation, book history and the transnational life of “street literature”",2019,"Colombo, A.","After-OS"
173,"cf8a2347","http://doi.org/10.1080/00909882.2018.1528622","Social media affordances in the context of police transparency: An analysis of the first public archive of police body camera videos",2018,"Ramirez, F.A.","After-OS"
174,"b58a40bf","http://doi.org/10.1007/s11145-018-9926-6","Multiple dimensions of adolescents’ reading attitudes and their relationship with reading comprehension",2019,"Jang, B.G., Ryoo, J.H.","After-OS"
175,"35a111fa","http://doi.org/10.22363/2312-9182-2018-22-1-94-107","Attaching feelings and emotions to propositions. Some insights on irony and internet communication",2018,"Yus, F.","After-OS"
176,"358da09b","http://doi.org/10.1177/0265532216679452","Measuring L2 speakers’ interactional ability using interactive speech tasks",2018,"van Batenburg, E.S.L., Oostdam, R.J., van Gelderen, A.J.S., de Jong, N.H.","After-OS"
177,"a9477189","http://doi.org/10.1515/flin-2019-2014","Gender in Ninilchik Russian: A morphosyntactic account",2019,"Steriopolo, O.","After-OS"
178,"42d9fcb3","http://doi.org/10.7203/qdfed.24.16330","Ghostly memories of Afro-Europeanness after the Great war in Esi Edugyan’s half blood blues",2019,"Ramon, V.C.","After-OS"
179,"01decbdd","http://doi.org/10.1108/ETPC-03-2019-0031","Embodied refusals and choreographic criticalities: Seventh grade boys of color writing “Mute”",2019,"Krone, B.","After-OS"
180,"cbc30937","http://doi.org/10.1017/langcog.2019.14","The iconicity toolbox: Empirical approaches to measuring iconicity",2019,"Motamedi, Y., Little, H., Nielsen, A., Sulik, J.","After-OS"
181,"83857137","http://doi.org/10.17576/3L-2019-2504-08","A cognitive-oriented exploration of the development of translation competence: A case study of Iranian Translation Learners",2019,"Komeili, M., Dabaghi, A., Barati, H.","After-OS"
182,"04a09446","http://doi.org/10.1080/23273798.2017.1401101","The N400 as an index of lexical preactivation and its implications for prediction in language comprehension",2018,"Szewczyk, J.M., Schriefers, H.","After-OS"
183,"c5e8c244","http://doi.org/10.1177/0093650219887025","Titling Practices and Their Implications in Communication Research 1970-2010: Cutesy Cues Carry Citation Consequences<sup>1</sup>",2019,"Keating, D.M., Richards, A.S., Palomares, N.A., Banas, J.A., Joyce, N., Rains, S.A.","After-OS"
184,"281181cd","http://doi.org/","Southernsyllabus teaching and activism in southern studies",2018,"Davis, D.A.","After-OS"
185,"163316da","http://doi.org/","On the balkan character of naming the types of wine in Bulgarian dialects",2019,"Halil, A.","After-OS"
186,"62eddcdc","http://doi.org/10.1080/0163853X.2017.1330034","Complement Set Reference after Implicitly Small Quantities: An Event-Related Potentials Study",2018,"Ingram, J., Ferguson, H.J.","After-OS"
187,"0fee9b6e","http://doi.org/10.2989/16073614.2019.1671882","Translation and development: (non-)translation and material exclusion in South Africa",2019,"Botha, M.","After-OS"
188,"e65c0357","http://doi.org/10.1093/fs/knz129","État présent: Literature and photography",2019,"Welch, E.","After-OS"
189,"2e618a61","http://doi.org/10.1016/j.pragma.2018.09.008","A pragmatic reversal: Italian per favore ‘please’ and its variants between politeness and impoliteness",2019,"Fedriani, C.","After-OS"
190,"e9ccf685","http://doi.org/10.1111/russ.12166","On disappointment in terrorism, war, and revolution: Boris Savinkov’s what didn’t happen and Leo Tolstoy’s war and peace",2018,"Patyk, L.E.","After-OS"
191,"9d7c63b7","http://doi.org/","Who has the right to write? Custodian writing and white property in the university",2019,"Marotta, C.","After-OS"
192,"109c548a","http://doi.org/10.1177/0891241617702196","Youth Gangs, Violence, and Local Culture in Chiang Mai, Northern Thailand",2018,"Cohen, A.","After-OS"
193,"176c7160","http://doi.org/10.1632/pmla.2018.133.3.661","Sedimental education; or, reading as we age",2018,"Rabinowitz, P.J.","After-OS"
194,"ea5e05cd","http://doi.org/","Jean-Marie Pelt and J.M.G. Le Clezio's Invitation to think and live otherwise in the anthropocene",2019,"Moser, K.","After-OS"
195,"6a316045","http://doi.org/","A critical look at NLP in ELT",2018,"Mayne, R.","After-OS"
196,"fd5b7ec5","http://doi.org/10.1080/23273798.2017.1404114","From words-as-mappings to words-as-cues: the role of language in semantic knowledge",2019,"Lupyan, G., Lewis, M.","After-OS"
197,"8e6bd0ae","http://doi.org/10.1080/2050571X.2019.1579407","Guest Editorial",2019,"Mahendra, N.","After-OS"
198,"1bd48d3f","http://doi.org/10.1080/10489223.2017.1344847","Early Underspecification of Functional Categories: Evidence from the Acquisition of Locative PPs in Russian",2018,"Mitrofanova, N.","After-OS"
199,"e5efe0f8","http://doi.org/10.1515/sem-2018-0104","Visual semiotics and automatic analysis of images from the Cultural Analytics Lab: How can quantitative and qualitative analysis be combined?",2019,"Dondero, M.G.","After-OS"
200,"c6c2b7b5","http://doi.org/","Resyllabification in standard Arabic: A constraint-based approach",2019,"Btoosh, M.A.","After-OS"
201,"4e0d125b","http://doi.org/","‘As much as i love being in the classroom …’: Understanding secondary English teachers’ workload",2018,"Manuel, J., Carter, D., Dutton, J.","After-OS"
202,"6f0175ef","http://doi.org/10.1353/hel.2019.0005","The omen and the dream: Helen's and Penelope's visions of the eagle and the geese in Homer, Odyssey 15.160-178 and 19.535-555",2019,"Stockdale, E.","After-OS"
203,"fa4ee071","http://doi.org/10.1093/joc/jqy061","Chinese newspaper groups in the digital era: The resurgence of the party press",2019,"Wang, H., Sparks, C.","After-OS"
204,"f6ae9f8e","http://doi.org/10.20916/1812-3228-2019-4-20-27","Challenges of intercultural communication from the perspective of linguistic interpretation theory",2019,"Boldyrev, N.N., Dubrovskaya, O.G.","After-OS"
205,"667686c9","http://doi.org/10.1016/j.linged.2018.06.002","Practices of self-selection in the graduate classroom: Extension, redirection, and disjunction",2018,"Takahashi, J.","After-OS"
206,"f2e832a1","http://doi.org/10.1016/j.cognition.2019.06.002","Using what's there: Bilinguals adaptively rely on orthographic and color cues to achieve language control",2019,"Fadlon, J., Li, C., Prior, A., Gollan, T.H.","After-OS"
207,"fb2c1f3c","http://doi.org/","Knowledge standardization: Key words and word combinations in definitions",2018,"Latu, M.","After-OS"
208,"cd2b69e2","http://doi.org/10.1044/2017_JSLHR-L-17-0246","Planning deficits in children with specific language impairment are reflected in unnecessarily awkward grasps",2018,"Sanjeevan, T., Rosenbaum, D.A., Mainela-Arnold, E.","After-OS"
209,"17462a47","http://doi.org/10.1007/s10462-017-9539-5","Knowledge-based recommendation: a review of ontology-based recommender systems for e-learning",2018,"Tarus, J.K., Niu, Z., Mustafa, G.","After-OS"
210,"304cc964","http://doi.org/10.12697/SSS.2018.46.4.07","Returning 'learning' to education: Toward an ecological conception of learning and teaching",2018,"Campbell, C.","After-OS"
211,"64168dc5","http://doi.org/10.1080/14787318.2019.1586175","Growing Pains: Interior and Exterior in Maeterlinck’s Decadent Nature Writing",2018,"Ryan, N.","After-OS"
212,"81d8d1b6","http://doi.org/10.4102/rw.v10i1.196","The impact of digital copyright law and policy on access to knowledge and learning",2019,"Pistorius, T., Mwim, O.S.","After-OS"
213,"9c72a22d","http://doi.org/10.1080/04250494.2018.1414416","The dangling conversation: the location and function of author, text and reader in literary texts",2018,"Glover, M.","After-OS"
214,"ea632f31","http://doi.org/10.1016/j.langcom.2019.03.001","The problematic definition of ‘Chinese’ in Hong Kong",2019,"Clark, A.S.","After-OS"
215,"31517d49","http://doi.org/10.1353/mln.2019.0106","Girard/Derrida: Difference on difference",2019,"Sebbah, F.-D.","After-OS"
216,"80b42a30","http://doi.org/10.3366/vic.2018.0317","Buried narratives: Exhuming the mother’s story in oliver twist",2018,"Wilson, M.L.","After-OS"
217,"e52d9d65","http://doi.org/10.18488/journal.23.2019.84.135.145","Extra-linguistic elements in learning second language",2019,"Kamaruddin, R., Rosli, M.N.A., Hamid, T.N.A.T.A., Hamzah, N.S., Salleh, M.M.","After-OS"
218,"7234009e","http://doi.org/10.1044/2017_JSLHR-H-17-0263","Comparison of subjective and objective measures of hearing, auditory processing, and cognition among older adults with and without mild cognitive impairment",2018,"Fausto, B.A., Badana, A.N.S., Arnold, M.L., Lister, J.J., Edwards, J.D.","After-OS"
219,"c4b3c819","http://doi.org/","“I must not settle into a figure”: French portraits of Virginia Woolf in the shadow of proust and Joyce",2019,"Federici, A.","After-OS"
220,"bf5f9a93","http://doi.org/10.1177/0267658319877666","Language proficiency is only part of the story: Lexical access in heritage and non-heritage bilinguals",2019,"Wiener, S., Tokowicz, N.","After-OS"
221,"584bac7f","http://doi.org/10.1111/1460-6984.12390","Effect of type of language therapy on expressive language skills in patients with post-stroke aphasia",2018,"Vuksanović, J., Milovanović, T., Konstantinović, L., Filipović, S.R.","After-OS"
