ID,Authors,Title,Year,Source.title,Volume,Issue,clickable_doi,unpaywall,scholar,linguistics,reason,rand,year,count
b6f97fb3,"Ndlovu, E.",The treatment of borrowed nouns in Isichazamazwi SesiNdebele and Isichazamazwi SezoMculo,2009,Lexikos,19,SUPPL.,http://doi.org/10.4314/lex.v19i2.49169,,,,,0.131586183,TRUE,
0d217722,"Tsurutan, C.",Tone of voice or what was said? The impression non-native speakers of English make on Australian English native listeners,2018,Journal of English as an International Language,13,1,http://doi.org/,,,,,0.973257975,FALSE,
919fe3d8,"Denman, J., Van Schooten, E., De Graaff, R.",Attitudinal factors and the intention to learn English in pre-vocational secondary bilingual and mainstream education,2018,Dutch Journal of Applied Linguistics,7,2,http://doi.org/10.1075/dujal.18005.den,,,,,0.637816938,FALSE,
5a0a52ce,"Chong, J.K., Chong, D.",Epiepistemology/neuro-semantic programming,2019,Semiotica,2019,229,http://doi.org/10.1515/sem-2017-0165,,,,,0.158903746,FALSE,
f2112343,"Zhou, X.M., Ang, C.H., Ling, T.W.",Indexing for multipoint interactive similarity retrieval in iconic spatial image databases,2008,Journal of Visual Languages and Computing,19,1,http://doi.org/10.1016/j.jvlc.2007.08.009,,,,,0.611281557,TRUE,
2c0ef3d8,"Heinemann, S.","Sot la Nape 52:6 (2005); 53:1–2, 3–4, 5 (2006); Ce fastu? 82 (2006)",2008,Zeitschrift fur Romanische Philologie,124,4,http://doi.org/10.1515/zrph.2008.090,,,,,0.906424151,TRUE,
ea21e397,"Shum, M.S.-K., Shi, D., Huang, X.-H., Tai, C.-P., Yung, W.-S.",Using the genre-based approach in teaching chinese written composition to South Asian ethnic minority students in Hong Kong,2019,Writing and Pedagogy,11,2,http://doi.org/10.1558/wap.36916,,,,,0.143507788,FALSE,
6c2446e3,"Greenfield, P.M., Lyn, H., Savage-Rumbaugh, E.S.",Protolanguage in ontogeny and phylogeny: Combining deixis and representation,2008,Interaction Studies,9,1,http://doi.org/10.1075/is.9.1.04gre,,,,,0.782480266,TRUE,
26e25102,"Billings, S.","Speaking beauties: Linguistic posturing, language inequality, and the construction of a Tanzanian beauty queen",2009,Language in Society,38,5,http://doi.org/10.1017/S0047404509990443,,,,,0.749591109,TRUE,
10e601b9,"Gelikman, O.","\Cold pastoral\"": Werner Herzog's version of empson""",2008,MLN - Modern Language Notes,123,5,http://doi.org/10.1353/mln.0.0080,,,,,0.986728557,TRUE,
d064319f,"Taylor, J.",'Speaking shadows': A history of the voice in the transition from silent to sound film in the United States,2009,Journal of Linguistic Anthropology,19,1,http://doi.org/10.1111/j.1548-1395.2009.01016.x,,,,,0.2335747,TRUE,
d4cc91ed,"Tribble, E.",Languaging in Shakespeare's theatre,2009,Pragmatics and Cognition,17,3,http://doi.org/10.1075/pc.17.3.06tri,,,,,0.328755809,TRUE,
1d815821,"Murphy, D.N.","Locrine, Selimus, Robert Greene, and Thomas Lodge",2009,Notes and Queries,56,4,http://doi.org/10.1093/notesj/gjp195,,,,,0.843809634,TRUE,
2d57d3a3,"Nicotra, J.",The seduction of samuel butler: Rhetorical agency and the art of response,2008,Rhetoric Review,27,1,http://doi.org/10.1080/07350190701738825,,,,,0.872267951,TRUE,
a6dcfa1a,"Cotsonis, J.","Onomastics, gender, office and images on Byzantine lead seals: A means of investigating personal piety",2008,Byzantine and Modern Greek Studies,32,1,http://doi.org/10.1179/030701308X259642,,,,,0.2651662,TRUE,
b2379961,"Wade, A.",Space pilot: An introduction to amateur flight simulation,2008,Social Semiotics,18,3,http://doi.org/10.1080/10350330802217055,,,,,0.316836663,TRUE,
2741ae91,"Chen, K.H.Y.",Positioning and repositioning: Linguistic practices and identity negotiation of overseas returning bilinguals in Hong Kong,2008,Multilingua,27,2-Jan,http://doi.org/10.1515/MULTI.2008.004,,,,,0.936642112,TRUE,
bb2dd5a8,"Monteiro, G.",Henry James's letters to the New York Tribune (1875-76),2009,Notes and Queries,56,3,http://doi.org/10.1093/notesj/gjp119,,,,,0.865432584,TRUE,
15aa1b05,"Gourley, J.",Kafkaesque Laughter in the Face of Bureaucracy: David Foster Wallace’s The Pale King,2018,English Studies,99,8,http://doi.org/10.1080/0013838X.2018.1479092,,,,,0.50880871,FALSE,
d16ff2ac,"Perry, S.E., Troche, M.S.",Dual tasking influences cough sensorimotor outcomes in healthy young adults,2019,"Journal of Speech, Language, and Hearing Research",62,9,http://doi.org/10.1044/2019_JSLHR-H-19-0122,,,,,0.365008364,FALSE,
fd669564,"Thambiah, S., Chopil, T.Y., Lian, R.L.Y.","Reclaiming the eclipsed female in the sacred: Semai women's religious knowledge and its connection to their rights to the Land, in Malaysia",2018,"Bijdragen tot de Taal-, Land- en Volkenkunde",174,3-Feb,http://doi.org/10.1163/22134379-17402002,,,,,0.38300463,FALSE,
6fda4556,"Huntington, E.",Himalayan cosmologies of offering: Acomparison of newar and tibetan buddhist treasure maṇḍalas in practice and art,2018,South Asian Studies,34,2,http://doi.org/10.1080/02666030.2018.1514956,,,,,0.171359053,FALSE,
cad011ba,"Brooks, C.","\To make seclusion pleasant\"": Censorship and subordination in Rasselas""",2009,CLA Journal,52,4,http://doi.org/,,,,,0.214120798,TRUE,
c1b61016,"Ioannidou, E.",Using the 'improper' language in the classroom: The conflict between language use and legitimate varieties in education. Evidence from a Greek Cypriot classroom,2009,Language and Education,23,3,http://doi.org/10.1080/09500780802691744,,,,,0.395712706,TRUE,
7c3f4cf6,"Gonzalez-Dios, I., Aranzabe, M.J., Díaz de Ilarraza, A.",The corpus of Basque simplified texts (CBST),2018,Language Resources and Evaluation,52,1,http://doi.org/10.1007/s10579-017-9407-6,,,,,0.251325341,FALSE,
99dbc3e8,"Alimov, R.",Some remarks on the date of T'ien-Shan inscriptions,2008,Central Asiatic Journal,52,2,http://doi.org/,,,,,0.428470606,TRUE,
961eb15e,"Januarty, R., Nima, H.N.A.",Energizing students’ reading comprehension through multimodal texts,2018,International Journal of Language Education,2,2,http://doi.org/10.26858/ijole.v2i2.4347,,,,,0.60495201,FALSE,
e7073ddc,"Holdsworth, M.",A transgressive story of the flood: Jeanette winterson’s boating for beginners,2009,English Text Construction,2,2,http://doi.org/10.1075/etc.2.2.02hol,,,,,0.608146993,TRUE,
c57f268d,"Brisard, F., Laarman, E., Nicoladis, E.",Clausal order and the acquisition of Dutch deverbal compounds,2008,Morphology,18,2,http://doi.org/10.1007/s11525-009-9127-8,,,,,0.089979417,TRUE,
bb407bba,"Constanzo, E.",Towards the development of a global communicative competence: The integration of oral and written skills in teaching and learning a foreign language,2009,Porta Linguarum,,12,http://doi.org/,,,,,0.74444768,TRUE,
abf35f94,"Garcia, E.","Pictography, law, and earth: Gerald vizenor, john borrows, and louise erdrich",2019,PMLA,134,2,http://doi.org/10.1632/pmla.2019.134.2.260,,,,,0.826348799,FALSE,
5949ef8a,"Hogeweg, L.",The meaning and interpretation of the Dutch particle wel,2009,Journal of Pragmatics,41,3,http://doi.org/10.1016/j.pragma.2008.06.012,,,,,0.644368959,TRUE,
5e926138,"Fagan, M.K.",Toddlers' persistence when communication fails: Response motivation and goal substitution,2008,First Language,28,1,http://doi.org/10.1177/0142723707083280,,,,,0.064635495,TRUE,
dc83f283,"Maki, H., Baoill, D.P.O.",The distribution of nominative case in modern irish,2008,English Linguistics,25,2,http://doi.org/10.9793/elsj1984.25.452,,,,,0.637743345,TRUE,
9fcd9fe0,"Goldrick, M., Larson, M.",Phonotactic probability influences speech production,2008,Cognition,107,3,http://doi.org/10.1016/j.cognition.2007.11.009,,,,,0.991935521,TRUE,
ed6843af,"Tamaoka, K., Makioka, S.","Japanese mental syllabary and effects of mora, syllable, bi-mora and word frequencies on japanese speech production",2009,Language and Speech,52,1,http://doi.org/10.1177/0023830908099884,,,,,0.98661255,TRUE,
5157709b,"Hassan, B.-E.A.",Impolite viewer responses in Arabic political TV talk shows on YouTube,2019,Pragmatics,29,4,http://doi.org/10.1075/prag.18025.has,,,,,0.091845104,FALSE,
faedbdb6,"Domaneschi, F., Di Paola, S.",The Processing Costs of Presupposition Accommodation,2018,Journal of Psycholinguistic Research,47,3,http://doi.org/10.1007/s10936-017-9534-7,,,,,0.905382947,FALSE,
66fbd782,"Fovo, E.D.",The use of dialogue interpreting corpora in healthcare interpreter training: Taking stock,2018,Interpreters Newsletter,,23,http://doi.org/10.13137/2421-714X/22400,,,,,0.811858903,FALSE,
afe50582,"Conti, A.",The old norse afterlife of Ralph d'Escures's Homilia de assumptione Mariae,2008,Journal of English and Germanic Philology,107,2,http://doi.org/,,,,,0.469903086,TRUE,
82c81763,"Bacovcin, H.A., Wilson, D.",A New Method for Computational Cladistics: An Afro-Asiatic Case Study,2018,Transactions of the Philological Society,116,3,http://doi.org/10.1111/1467-968X.12128,,,,,0.003986009,FALSE,
15abd204,"Kirilloff, G., Capuano, P.J., Fredrick, J., Jockers, M.L.","From a distance 'You might mistake her for a man': A closer reading of gender and character action in Jane Eyre, The Law and the Lady, and A Brilliant Woman",2018,Digital Scholarship in the Humanities,33,4,http://doi.org/10.1093/llc/fqy011,,,,,0.865288298,FALSE,
bbc00f70,"Nasir, C., Yusuf, Y.Q., Wardana, A.","A qualitative study of teacher talk in an EFL classroom interaction in Aceh Tengah, Indonesia",2019,Indonesian Journal of Applied Linguistics,8,3,http://doi.org/10.17509/ijal.v8i3.15251,,,,,0.27382109,FALSE,
d2b7f10a,"Kuchah, K.",Early English medium instruction in Francophone Cameroon: The injustice of equal opportunity,2018,System,73,,http://doi.org/10.1016/j.system.2017.10.001,,,,,0.780771967,FALSE,
138fbae9,"Rosen, S., Adlar, A., Van Der Lely, H.K.J.",Backward and simultaneous masking in children with grammatical specific language impairment: no simple link between auditory and language abilities,2009,"Journal of Speech, Language, and Hearing Research",52,2,http://doi.org/10.1044/1092-4388(2009/08-0114),,,,,0.005714486,TRUE,
8a52d7bb,"Vick, R.M., Packard, B.W.-L.",Academic success strategy use among community-active urban hispanic adolescents,2008,Hispanic Journal of Behavioral Sciences,30,4,http://doi.org/10.1177/0739986308322913,,,,,0.468311354,TRUE,
c50c9d9c,"Morosi, F.",A naval official among the gods: Basileia as in Aristoph. A v. 1537-43,2018,"Annali della Scuola Normale Superiore di Pisa, Classe di Lettere e Filosofia",10,1,http://doi.org/,,,,,0.806226925,FALSE,
cef63c13,"Qiao, X., Forster, K., Witzel, N.",Is banara really a word?,2009,Cognition,113,2,http://doi.org/10.1016/j.cognition.2009.08.006,,,,,0.670542234,TRUE,
3b019a04,"Marrouchi, M.",Evental sites of resistance,2008,JAC: A Journal of Composition Theory,28,4-Mar,http://doi.org/,,,,,0.216299664,TRUE,
4e199bf8,"Marion, C.-B.","The semiotics of life forms, a new turning point? | La sémiotique des formes de vie, un nouveau tournant?",2018,Semiotica,2018,221,http://doi.org/10.1515/sem-2016-0028,,,,,0.538418613,FALSE,
e5e2ea5c,"Timarová, Š., Ungoed-Thomas, H.",Admission testing for interpreting courses,2008,Interpreter and Translator Trainer,2,1,http://doi.org/10.1080/1750399X.2008.10798765,,,,,0.563255622,TRUE,
a07e25f5,"Hoeckelmann, M.",To rot and not to die: Punitive emasculation in early and medieval China,2019,T'oung Pao,105,2-Jan,http://doi.org/10.1163/15685322-10512P01,,,,,0.631275217,FALSE,
94180962,"Preston, J.L., McAllister, T., Phillips, E., Boyce, S., Tiede, M., Kim, J.S., Whalen, D.H.",Treatment for residual rhotic errors with high-and low-frequency ultrasound visual feedback: A single-case experimental design,2018,"Journal of Speech, Language, and Hearing Research",61,8,http://doi.org/10.1044/2018_JSLHR-S-17-0441,,,,,0.641642521,FALSE,
701d57d5,"Vu, J.",Exploring the Possibilities for Professional Learning,2019,Reading Teacher,72,4,http://doi.org/10.1002/trtr.1771,,,,,0.431129908,FALSE,
c5f28913,"Felser, C., Clahsen, H.",Grammatical processing of spoken language in child and adult language learners,2009,Journal of Psycholinguistic Research,38,3,http://doi.org/10.1007/s10936-009-9104-8,,,,,0.651052506,TRUE,
d65b7187,"Jansen, L.",Acquisition of German word order in tutored learners: A cross-sectional study in a wider theoretical context,2008,Language Learning,58,1,http://doi.org/10.1111/j.1467-9922.2007.00438.x,,,,,0.45855556,TRUE,
322dc27b,"Hou, G., Jiang, Q.",GP and NCP: A challenge to the two new pragmatic principles that challenge Grice,2019,Chinese Semiotic Studies,15,1,http://doi.org/10.1515/css-2019-0002,,,,,0.418641932,FALSE,
73a0e11b,"Rezak, I.",Numismatic evidence of jewish communal life in Poland,2018,Scripta Judaica Cracoviensia,16,,http://doi.org/10.4467/20843925SJ.18.001.10815,,,,,0.620417399,FALSE,
30e54e55,"Mohamed, H.I., Banda, F.",Classroom discourse and discursive practices in higher education in tanzania,2008,Journal of Multilingual and Multicultural Development,29,2,http://doi.org/10.2167/jmmd548.0,,,,,0.194210019,TRUE,
56c3be10,"Cohen, A., Kaminski, M., Makowsky, J.A.","Notions of sameness by default and their application to anaphora, vagueness, and uncertain reasoning",2008,"Journal of Logic, Language and Information",17,3,http://doi.org/10.1007/s10849-008-9057-6,,,,,0.532840618,TRUE,
99be2c8f,"Reijnders, S.","Watching the detectives: Inside the guilty landscapes of inspector morse, baantjer and wallander",2009,European Journal of Communication,24,2,http://doi.org/10.1177/0267323108101830,,,,,0.346618229,TRUE,
e2a1c8b7,"Pellegrini, M., Ricca, D.",An instance of productive overabundance: the plural of some Italian VN compounds,2019,Word Structure,12,1,http://doi.org/10.3366/word.2019.0140,,,,,0.126511292,FALSE,
8848e1fd,"Klobucka, A.M.",Portugal’s first queer novel: Rediscovering Visconde de Vila-Moura’s Nova Safo (1912),2019,Journal of Lusophone Studies,4,1 Special Issue,http://doi.org/10.21471/jls.v4i1.298,,,,,0.618741785,FALSE,
79873a27,"Viti, C.",Rheme before theme in the noun phrase: A case study from Ancient Greek,2008,Studies in Language,32,4,http://doi.org/10.1075/sl.32.4.05vit,,,,,0.832180096,TRUE,
13a2adc8,"Perek, F., Patten, A.L.",Towards an english constructicon using patterns and frames,2019,International Journal of Corpus Linguistics,24,3,http://doi.org/10.1075/ijcl.00016.per,,,,,0.527548714,FALSE,
fa26a499,"Farr, F., Murphy, B.",Religious references in contemporary Irish English: 'For the love of God almighty. . . . I'm a holy terror for turf',2009,Intercultural Pragmatics,6,4,http://doi.org/10.1515/IPRG.2009.027,,,,,0.972705397,TRUE,
6054a4ce,"Kwon, I.",Conceptual mappings in political cartoons: A comparative study of the case of nuclear crises in US–North Korean relations,2019,Journal of Pragmatics,143,,http://doi.org/10.1016/j.pragma.2019.01.021,,,,,0.332862432,FALSE,
45d9b7d1,"Gerevini, A.E., Haslum, P., Long, D., Saetti, A., Dimopoulos, Y.",Deterministic planning in the fifth international planning competition: PDDL3 and experimental evaluation of the planners,2009,Artificial Intelligence,173,6-May,http://doi.org/10.1016/j.artint.2008.10.012,,,,,0.416761909,TRUE,
4b1ff39a,"Milani, M.","Carlo Salinari, the PCI, and transnational exchanges in II contemporaneo (1954–1955)",2018,Italian Studies,73,2,http://doi.org/10.1080/00751634.2018.1444556,,,,,0.22777425,FALSE,
00f9b4d6,"Recasens, D., Rodríguez, C.",Contextual and syllabic effects in heterosyllabic consonant sequences. An ultrasound study,2018,Speech Communication,96,,http://doi.org/10.1016/j.specom.2017.11.009,,,,,0.87721274,FALSE,
4ca2810c,"Strand, J.F., Brown, V.A., Merchant, M.B., Brown, H.E., Smith, J.","Measuring listening effort: Convergent validity, sensitivity, and links with cognitive and personality measures",2018,"Journal of Speech, Language, and Hearing Research",61,6,http://doi.org/10.1044/2018_JSLHR-H-17-0257,,,,,0.422620132,FALSE,
39a902fc,"Boskovic, V.",Iphigenia as a bestseller: The sacrifice of abraham and its slavic and ottoman nachleben,2018,Journal of Narrative and Language Studies,6,10,http://doi.org/,,,,,0.762273002,FALSE,
9c28a9ab,"Miró, E.C.",Deconstructing exclamations,2008,Catalan Journal of Linguistics,7,,http://doi.org/10.5565/rev/catjl.132,,,,,0.611248574,TRUE,
54420c16,"Salonen, T., Laakso, M.",Self-repair of speech by four-year-old Finnish children,2009,Journal of Child Language,36,4,http://doi.org/10.1017/S0305000908009240,,,,,0.445041928,TRUE,
2fa02cc1,"Fortanet, I.",Evaluative language in peer review referee reports,2008,Journal of English for Academic Purposes,7,1,http://doi.org/10.1016/j.jeap.2008.02.004,,,,,0.523741523,TRUE,
b612b0d1,"Gasparini, V., Gordon, R.L.",Egyptianism appropriating 'Egypt' in the 'Isiac cults' of the Graeco-Roman world,2018,Acta Antiqua Academiae Scientiarum Hungaricae,58,4-Jan,http://doi.org/10.1556/068.2018.58.1-4.33,,,,,0.777666959,FALSE,
47724c54,"Lefton-Greif, M.A., Arvedson, J.C.",Schoolchildren with dysphagia associated with medically complex conditions,2008,"Language, Speech, and Hearing Services in Schools",39,2,http://doi.org/10.1044/0161-1461(2008/023),,,,,0.639816613,TRUE,
03a4e340,"McAleer, P.",A reader-response study of the relationship between the Wayuu peoples and the literature of Gabriel García Márquez: The influence of ethno-education on language use and narratives of identity in an indigenous bilingual context,2019,Modern Language Review,114,1,http://doi.org/10.5699/modelangrevi.114.1.0079,,,,,0.070898699,FALSE,
a1c7ef67,"Gándara, L.M.",Rhetorical Procedures in Chinese Literature: Post-Cultural Revolution literature: Scar Literature,2019,Chinese Semiotic Studies,15,3,http://doi.org/10.1515/css-2019-0018,,,,,0.042828607,FALSE,
8cc41a1c,"Lim, V.P.C., Liow, S.J.R., Lincoln, M., Chan, Y.H., Onslow, M.",Determining language dominance in English-Mandarin bilinguals: Development of a self-report classification tool for clinical use,2008,Applied Psycholinguistics,29,3,http://doi.org/10.1017/S0142716408080181,,,,,0.34616698,TRUE,
069cd51f,"Watanabe, T.",Interpretation at the Tokyo War Crimes Tribunal: An overview and Tojo's cross-examination,2009,"TTR: Traduction, Terminologie et Redaction",22,1,http://doi.org/10.7202/044782ar,,,,,0.291370231,TRUE,
9a4049e4,"Koller, V.",Semiotic and cognitive aspects of city branding,2008,Journal of Language and Politics,7,3,http://doi.org/10.1075/jlp.7.3.05kol,,,,,0.779893498,TRUE,
422ffa6f,"Delgado, L.",Between singularity and generality: the semantic life of proper names,2019,Linguistics and Philosophy,42,4,http://doi.org/10.1007/s10988-018-9251-1,,,,,0.259809478,FALSE,
1f1262b0,"Longhurst, C.A.","Unamuno, the reader, and the hermeneutical gap",2008,Modern Language Review,103,3,http://doi.org/10.2307/20467909,,,,,0.038078554,TRUE,
b2ea6c34,"Park, M.",Innovative assessment of aviation English in a virtual world: Windows into cognitive and metacognitive strategies,2018,ReCALL,30,2,http://doi.org/10.1017/S0958344017000362,,,,,0.513941967,FALSE,
375d5712,"Setzer, S.","\Original letters of the celebrated Mrs. Mary Robinson\""""",2009,Philological Quarterly,88,3,http://doi.org/,,,,,0.64471452,TRUE,
a07ded78,"Larrivée, P.",What nominal phrases are all about: The atypical case of indefinite pronouns with a determiner,2009,Romanische Forschungen,121,1,http://doi.org/10.3196/003581209787603461,,,,,0.588468095,TRUE,
5a784d06,"Remael, A., de Houwer, A., Vandekerckhove, R.","Intralingual open subtitling in Flanders: Audiovisual translation, linguistic variation and audience needs",2008,Journal of Specialised Translation,NA,10,http://doi.org/,,,,,0.522264613,TRUE,
63059042,"Babatsouli, E., Nicoladis, E.",The acquisition of English possessives by a bilingual child: Do input and usage frequency matter?,2019,Journal of Child Language,46,1,http://doi.org/10.1017/S0305000918000429,,,,,0.248813799,FALSE,
10e81d47,[No author name available],Rezensionsexemplare,2008,Zeitschrift fur Sprachwissenschaft,27,1,http://doi.org/10.1515/ZFSW.2008.008,,,,,0.03784706,TRUE,
5238703b,"Khoja, M.A.",A survey of formal and informal assessment procedures used by speech-language pathologists in Saudi Arabia,2019,"Speech, Language and Hearing",22,2,http://doi.org/10.1080/2050571X.2017.1407620,,,,,0.110562557,FALSE,
3a4076c8,"Rama Rao, V.V.B.",Contemporary Eliotian Indian-English Poet P C K Prem,2018,IUP Journal of English Studies,13,1,http://doi.org/,,,,,0.434240009,FALSE,
b83e0ffa,"Docan-Morgan, T., Manusov, V.",Relational turning point events and their outcomes in college teacher-Student relationships from Students' perspectives,2009,Communication Education,58,2,http://doi.org/10.1080/03634520802515713,,,,,0.425631908,TRUE,
5297509a,"Meguerditchian, A., Vauclair, J.",Contrast of hand preferences between communicative gestures and non-communicative actions in baboons: Implications for the origins of hemispheric specialization for language,2009,Brain and Language,108,3,http://doi.org/10.1016/j.bandl.2008.10.004,,,,,0.584459097,TRUE,
367b5c5f,"Aram, D., Ingber, S., Konkol, S.",Promoting alphabetic skills of young children with hearing loss in co-enrollment versus individual inclusion,2009,L1 Educational Studies in Language and Literature,10,1,http://doi.org/10.17239/l1esll-2010.10.01.02,,,,,0.413520501,TRUE,
acfcaafb,"Lacey, E., Thomson, S.",Old English,2019,Year's Work in English Studies,98,1,http://doi.org/10.1093/ywes/maz012,,,,,0.404012871,FALSE,
8f3b4bd0,"Conti, J.E.",Recovering Identity from Anorexia Nervosa: Women's Constructions of Their Experiences of Recovery from Anorexia Nervosa Over 10 Years,2018,Journal of Constructivist Psychology,31,1,http://doi.org/10.1080/10720537.2016.1251366,,,,,0.652870475,FALSE,
8afb37ca,"Rodman, R.C.",Rethinking Corpus Christi,2018,Names,66,3,http://doi.org/10.1080/00277738.2017.1415542,,,,,0.973331064,FALSE,
48614425,"Sarnecka, B.W., Carey, S.",How counting represents number: What children must learn and when they learn it,2008,Cognition,108,3,http://doi.org/10.1016/j.cognition.2008.05.007,,,,,0.090797814,TRUE,
4c265e60,"Wiedemann, G., Heyer, G.",Multi-modal page stream segmentation with convolutional neural networks,2019,Language Resources and Evaluation,,,http://doi.org/10.1007/s10579-019-09476-2,,,,,0.095137191,FALSE,
deaa6212,"Caronia, L., Vandini, C.D.",Assessing a (gifted) child in parent-teacher conference: Participants’ resources to pursue (and resist) a no-problem trajectory,2019,Language and Dialogue,9,1,http://doi.org/10.1075/ld.00035.car,,,,,0.409099526,FALSE,
b8669d80,"Cornilescu, A., Tigau, A.",Notes on Romanian ethical datives,2019,Revue Roumaine de Linguistique,64,2,http://doi.org/,,,,,0.725321402,FALSE,
02b0ee49,"Jawad, H.A.","Repetition in literary Arabic: Foregrounding, backgrounding, and translation strategies",2009,Meta,54,4,http://doi.org/10.7202/038902ar,,,,,0.846352011,TRUE,
4abf0d5a,"Hawkes, J.D.",Bharhut: A reassessment,2008,South Asian Studies,24,1,http://doi.org/10.1080/02666030.2008.9628677,,,,,0.652116664,TRUE,
b30b6acf,"Kobzová, J.",Kinship Terminology in Western Slavic Languages Based on Corpora Analysis,2019,Jazykovedny Casopis,70,2,http://doi.org/10.2478/jazcas-2019-0059,,,,,0.306424026,FALSE,
ec80e8ff,"Borja Albi, A., García Izquierdo, I., Montalt, V.",Research methodology in specialized genres for translation purposes,2009,Interpreter and Translator Trainer,3,1,http://doi.org/10.1080/1750399x.2009.10798781,,,,,0.001894514,TRUE,
23758684,"Kent, R.D., Vorperian, H.K.",Static measurements of vowel formant frequencies and bandwidths: A review,2018,Journal of Communication Disorders,74,,http://doi.org/10.1016/j.jcomdis.2018.05.004,,,,,0.966473983,FALSE,
a284b7cf,"Bert, M., Bruxelles, S., Etienne, C., Mondada, L., Traverso, V.",Tool-assisted analysis of interactional corpora: Voilà in the CLAPI database,2008,Journal of French Language Studies,18,1,http://doi.org/10.1017/S0959269507003195,,,,,0.968420112,TRUE,
fa9f89d4,"Pietrzak, P.",The effects of students' self-regulation on translation quality,2018,Babel,64,6-May,http://doi.org/10.1075/babel.00064.pie,,,,,0.481664944,FALSE,
6c5b8c36,"Senju, A., Csibra, G., Johnson, M.H.",Understanding the referential nature of looking: Infants' preference for object-directed gaze,2008,Cognition,108,2,http://doi.org/10.1016/j.cognition.2008.02.009,,,,,0.922899371,TRUE,
9f97c2e3,"Stroud, C., Wee, L.",Introduction: Political economies of literacy in multilingual South-east Asia,2008,International Journal of Bilingual Education and Bilingualism,11,2,http://doi.org/10.2167/beb112e.0,,,,,0.39922136,TRUE,
33aad65e,"Trameri, A.",Notes on the Use of the Sign URBS (L.225) in Anatolian Hieroglyphic,2019,Altorientalische Forschungen,46,2,http://doi.org/10.1515/aofo-2019-0017,,,,,0.859567808,FALSE,
8e15782f,"Zein, S.","English, multilingualism and globalisation in Indonesia",2019,English Today,35,1,http://doi.org/10.1017/S026607841800010X,,,,,0.275020472,FALSE,
fa011d1f,"Pawlak, M., Kiermasz, Z.",The use of language learning strategies in a second and third language: The case of foreign language majors,2018,Studies in Second Language Learning and Teaching,8,2 Special Issue,http://doi.org/10.14746/ssllt.2018.8.2.11,,,,,0.742933634,FALSE,
46486377,"Moore, E., Podesva, R.","Style, indexicality, and the social meaning of tag questions",2009,Language in Society,38,4,http://doi.org/10.1017/S0047404509990224,,,,,0.678057319,TRUE,
f74bb78e,"Utochkin, I.S.",Redundancy effects of a moving distractor generated by alerting and orienting,2009,"Attention, Perception, and Psychophysics",71,8,http://doi.org/10.3758/APP.71.8.1825,,,,,0.217554814,TRUE,
b86160ad,"Gardini, N.",History and pastoral in the structure of Leopardi's canti,2008,Modern Language Review,103,1,http://doi.org/,,,,,0.142004333,TRUE,
7f1c5b9c,"Weekly, R.",“English is a mishmash of everything”: Examining the language attitudes and teaching beliefs of British Asian multilingual teachers,2019,Critical Inquiry in Language Studies,16,3,http://doi.org/10.1080/15427587.2018.1503936,,,,,0.420474359,FALSE,
4643d24e,"Counter, A.",The legacy of the beast: Patrilinearity and rupture in Zola's la Bête humaine and Freud's Totem and Taboo,2008,French Studies,62,1,http://doi.org/10.1093/fs/knm237,,,,,0.677517183,TRUE,
ee5cfd50,"Silva, B.B., Otwinowska, A.",VST as a reliable academic placement tool despite cognate inflation effects,2019,English for Specific Purposes,54,,http://doi.org/10.1016/j.esp.2018.12.001,,,,,0.655162322,FALSE,
f4e042d1,"Stahnke, J.",Lexical and prosodic routinization in conceptional orality: Conversational self-reformulation in French,2018,Journal of French Language Studies,28,3,http://doi.org/10.1017/S0959269517000230,,,,,0.78599218,FALSE,
b5421fbc,"Osswald, A.",Public relations as a complex decision-based practice,2019,Public Relations Inquiry,8,3,http://doi.org/10.1177/2046147X19870279,,,,,0.307529613,FALSE,
dcb0384d,"Fox, R., Corretjer, O., Webb, K.",Benefits of foreign language learning and bilingualism: An analysis of published empirical research 2012–2019,2019,Foreign Language Annals,52,4,http://doi.org/10.1111/flan.12424,,,,,0.493928759,FALSE,
972e48b4,"Aijun, H.","Red China, Red translation An introduction to Fang Huawen and his translation theory",2008,Babel,54,2,http://doi.org/10.1075/babel.54.2.04aij,,,,,0.783910688,TRUE,
ee9bd760,"Ezza, E.-S., Almudibry, K.",ICT as an index of transparency in a Saudi EFL classroom,2018,TESOL International Journal,13,2,http://doi.org/,,,,,0.708344402,FALSE,
9b924c10,"Durieux-Smith, A., Fitzpatrick, E., Whittingham, J.",Universal newborn hearing screening: A question of evidence,2008,International Journal of Audiology,47,1,http://doi.org/10.1080/14992020701703547,,,,,0.316662595,TRUE,
4a4f2628,"Pogorzelski, R.J.","The \Reassurance of fratricide\"" in the Aeneid""",2009,American Journal of Philology,130,2,http://doi.org/10.1353/ajp.0.0049,,,,,0.117893026,TRUE,
080ec8b4,"Fernández-López, M., Marcet, A., Perea, M.",Can response congruency effects be obtained in masked priming lexical decision?,2019,Journal of Experimental Psychology: Learning Memory and Cognition,45,9,http://doi.org/10.1037/xlm0000666,,,,,0.068102833,FALSE,
