"row_num","ID","clickable_doi","Title","Year","Authors","year_split"
385,"4de92011","http://doi.org/","\""The DNA molecule\"": May Swenson confronts modern paradigms",2009,"Saunders, J.P.","Pre-OS"
386,"4794d112","http://doi.org/10.1177/0093650208315978","Agenda setting in civic development: Effects of curricula and issue importance on youth voter turnout",2008,"Kiousis, S., McDevitt, M.","Pre-OS"
387,"140ff9b3","http://doi.org/10.7202/044782ar","Interpretation at the Tokyo War Crimes Tribunal: An overview and Tojo's cross-examination",2009,"Watanabe, T.","Pre-OS"
388,"2f937558","http://doi.org/","History and pastoral in the structure of Leopardi's canti",2008,"Gardini, N.","Pre-OS"
389,"005d3923","http://doi.org/10.1016/j.specom.2008.11.001","Charisma perception from text and speech",2009,"Rosenberg, A., Hirschberg, J.","Pre-OS"
390,"71ed7ed6","http://doi.org/10.3196/003581209787603461","What nominal phrases are all about: The atypical case of indefinite pronouns with a determiner",2009,"Larrivée, P.","Pre-OS"
391,"6881ecbb","http://doi.org/10.1016/j.jml.2008.12.002","Twisting tongues and memories: Explorations of the relationship between language production and verbal working memory",2009,"Acheson, D.J., MacDonald, M.C.","Pre-OS"
392,"be718c9e","http://doi.org/","The translation of legal terms in the international context | La traducción de términos jurídicos en el ámbito internacional",2009,"Bestué, C.","Pre-OS"
393,"a2127c4e","http://doi.org/","Beyond exposure: The uses of informational texts in a second grade classroom",2008,"Maloch, B.","Pre-OS"
394,"b4634b48","http://doi.org/10.3176/lu.2008.2.04","A note on personal pronouns in Enets and Northern Samoyedic",2008,"Siegl, F.","Pre-OS"
395,"2ecc9fe4","http://doi.org/10.1080/15228880802714765","\""A dirty place for Americans to be\"": Images of the Russian civil war in Siberia from the Robert L. Eichelberger collection at Duke University Libraries",2009,"Zitser, E.A.","Pre-OS"
396,"79c52b7b","http://doi.org/10.3366/nfs.2009-2.007","Stars of CCTV: Technology, visibility and identity in the work of Sophie Calle and Annie Ernaux",2009,"Welch, E.","Pre-OS"
397,"ce8b0bce","http://doi.org/10.1080/01690960701579813","Theoretical analysis of interhemispheric transfer costs in visual word recognition",2008,"Hunter, Z.R., Brysbaert, M.","Pre-OS"
398,"e4396e99","http://doi.org/10.1177/0093650209333032","Did you see it coming?: Effects of the specificity and efficiency of goal pursuit on the accuracy and onset of goal detection in social interaction",2009,"Palomares, N.A.","Pre-OS"
399,"97480cb6","http://doi.org/10.3828/AJFS.45.3.264","Sapphism in twentieth to twenty-first century French film: Segue or schism?",2008,"Cairns, L.","Pre-OS"
400,"9316a4ab","http://doi.org/10.1080/01690960801941327","Changes in frame of reference use across the preschool years: A longitudinal study of the gestures and speech produced during route descriptions",2009,"Sekine, K.","Pre-OS"
401,"226f11a1","http://doi.org/10.1524/aofo.2009.0016","Local Imitations and Foreign Imported Goods. Some problems and new questions on Red Lustrous Wheel-made Ware in the light of the new excavations of the Southern Step Trench at Yumuktepe/Mersin.",2009,"Manuelli, F.","Pre-OS"
402,"eb87300c","http://doi.org/10.1353/sls.2008.0007","ME ...ME ...Washoe: An appreciation",2008,"King, B.J.","Pre-OS"
403,"f1befe63","http://doi.org/10.1484/J.Peri.3.630","Wilbrord's autobiographical note and the 'Versus sybillae de iudicio dei'",2008,"Howlett, D.","Pre-OS"
404,"defae234","http://doi.org/10.1080/14708470902807701","Critical incidents in the experiences of Japanese returnees",2009,"Ford, K.","Pre-OS"
405,"cc497581","http://doi.org/10.1007/s10936-009-9104-8","Grammatical processing of spoken language in child and adult language learners",2009,"Felser, C., Clahsen, H.","Pre-OS"
406,"e3dba36c","http://doi.org/10.1093/notesj/gjn220","Lascivious boys in the Bower of Bliss: A note on Faerie Queene II V 28 and II XII 72",2009,"Considine, J.","Pre-OS"
407,"f5499187","http://doi.org/10.1075/babel.54.2.04aij","Red China, Red translation An introduction to Fang Huawen and his translation theory",2008,"Aijun, H.","Pre-OS"
408,"00fb71c1","http://doi.org/","Let's talk about race, baby: How a White professor teaches White students about White privilege and racism",2008,"Heinze, P.","Pre-OS"
409,"377c0b24","http://doi.org/10.1080/01596300903237230","Capitals and commitment: The case of a local learning and employment network",2009,"Kamp, A.","Pre-OS"
410,"adaac29b","http://doi.org/10.17239/l1esll-2009.09.03.01","Literacy teaching in the L1 curriculum of Greek secondary education",2009,"Katsarou, E.","Pre-OS"
411,"a1e6e720","http://doi.org/10.1016/j.lingua.2008.11.009","What can the subjunctive disjoint reference effect tell us about the subjunctive?",2009,"Kempchinsky, P.","Pre-OS"
412,"c86ce509","http://doi.org/10.7202/038907ar","Normalisation and the translation of phraseology in the COVALT corpus",2009,"Marco, J.","Pre-OS"
413,"9e72d433","http://doi.org/10.1111/j.1749-818X.2007.00043.x","Islands",2008,"Boeckx, C.","Pre-OS"
414,"792b345d","http://doi.org/10.1111/j.1540-4781.2009.00856.x","An examination of L1 and L2 gesture use: What role does proficiency play?",2009,"Gregersen, T., Olivares-Cuhat, G., Storm, J.","Pre-OS"
415,"b08b327f","http://doi.org/10.1632/pmla.2008.123.1.9","Editor's column: My name is blue - A map of ottoman Baghdad",2008,"Yaeger, P.","Pre-OS"
416,"44a75265","http://doi.org/10.1016/j.pragma.2007.11.001","Cross cultural pragmatics: Apology strategies in Sudanese Arabic",2008,"Nureddeen, F.A.","Pre-OS"
417,"cb3fd3f0","http://doi.org/10.1017/S0047404508080020","Language testing and citizenship: A language ideological debate in Sweden",2008,"Milani, T.M.","Pre-OS"
418,"a7e24b5d","http://doi.org/10.1016/j.wocn.2008.09.001","Perceptual normalization for speaking rate III: Effects of the rate of one voice on perception of another",2009,"Newman, R.S., Sawusch, J.R.","Pre-OS"
419,"551af1a9","http://doi.org/10.3366/nfs.2009.001","Roulette and the ancien régime of gambling",2009,"Kavanagh, T.M.","Pre-OS"
420,"2d2de46c","http://doi.org/10.1075/etc.2.2.02hol","A transgressive story of the flood: Jeanette winterson’s boating for beginners",2009,"Holdsworth, M.","Pre-OS"
421,"2bfa9134","http://doi.org/10.1017/S0142716409090237","Talking about writing: What we can learn from conversations between parents and their young children",2009,"Robins, S., Treiman, R.","Pre-OS"
422,"66aba6bc","http://doi.org/10.3138/cmlr.66.4.525","A tale of two montréal communities: Parents' perspectives on their children's language and literacy development in a multilingual context",2009,"Riches, C., Curdt-Christiansen, X.L.","Pre-OS"
423,"bc03f9e4","http://doi.org/","Towards the development of a global communicative competence: The integration of oral and written skills in teaching and learning a foreign language",2009,"Constanzo, E.","Pre-OS"
424,"9da89bc8","http://doi.org/10.1177/1525740108323837","Knowledge and Skills for All Teachers of Children Who Are Deaf or Hard of Hearing: New Standards and Their Evidence Base: Introduction to the Special Series",2008,"Easterbrooks, S.R.","Pre-OS"
425,"5cc3189f","http://doi.org/10.1111/j.1548-1395.2009.01016.x","'Speaking shadows': A history of the voice in the transition from silent to sound film in the United States",2009,"Taylor, J.","Pre-OS"
426,"2ffce127","http://doi.org/10.1515/PRBS.2008.005","On inversions and the interpretation of subjects in French",2008,"Drijkoningen, F., Kampers-Manhe, B.","Pre-OS"
427,"cb249e55","http://doi.org/","Michelangelo's wet nurse",2009,"Wallace, W.E.","Pre-OS"
428,"2967963d","http://doi.org/10.1093/ywcct/mbn007","Theatre and performance",2008,"McEvoy, W.","Pre-OS"
429,"014c07ed","http://doi.org/10.17239/l1esll-2010.10.01.02","Promoting alphabetic skills of young children with hearing loss in co-enrollment versus individual inclusion",2009,"Aram, D., Ingber, S., Konkol, S.","Pre-OS"
430,"232cb4d3","http://doi.org/","Two black women in Russia: Tacit racial identity and the entrepreneurial spirit",2009,"Andrews, L.","Pre-OS"
431,"8e645a8e","http://doi.org/10.1598/RT.63.2.8","The return of historical fiction",2009,"Rycik, M.T., Rosler, B.","Pre-OS"
432,"6f4dc53a","http://doi.org/10.1080/10926480902830847","\""The ivory tower\"" on an \""unstable foundation\"": Playful language, humor, and metaphor in the negotiation of scientists' identities",2009,"Ritchie, L.D., Schell, C.","Pre-OS"
433,"f3d3cffd","http://doi.org/10.1353/ol.0.0018","Liquid vocalization and loss in central vanuatu",2008,"Lynch, J.","Pre-OS"
434,"e47bb3c0","http://doi.org/10.1017/S0142716409990105","Effects of adding interword spacing on Chinese reading: A comparison of Chinese native readers and English readers of Chinese as a second language",2009,"Bassetti, B.","Pre-OS"
435,"0d2c52ea","http://doi.org/10.2478/v10121-009-0021-6","The pleasure of the eighteenth-century texts: The conflation of literary and critical discourse in the early novelistic tradition",2009,"Maciulewicz, J.","Pre-OS"
436,"7246c90d","http://doi.org/10.1044/0161-1461(2009/07-0096)","Teaching students with reading difficulties to be close readers: A feasibility study",2009,"Katz, L.A., Carlisle, J.F.","Pre-OS"
437,"7c3ee583","http://doi.org/10.1080/07908310903075159","English-only language-in-education policy in multilingual classrooms in ghana",2009,"Opoku-Amankwa, K.","Pre-OS"
438,"9bacaa43","http://doi.org/10.1075/jlp.7.1.06sik","Ballistic missile defense and articulation theory an analysis of technology using a cultural studies approach",2008,"Sikka, T.","Pre-OS"
439,"09bff6f1","http://doi.org/10.1016/j.cognition.2007.11.009","Phonotactic probability influences speech production",2008,"Goldrick, M., Larson, M.","Pre-OS"
440,"fe04da0e","http://doi.org/10.1515/IJSL.2008.022","Rethinking the Ausbau-Abstand dichotomy into a continuous and multivariate system",2008,"Fishman, J.A.","Pre-OS"
441,"adcd88ca","http://doi.org/10.1016/j.langcom.2007.08.001","The 'language' problem",2008,"Hermann, J.","Pre-OS"
442,"c85e9f4b","http://doi.org/","Cognitive differences in second language learners and the critical period effects",2009,"de Bastos Figueiredo, S.A., da Silva, C.F.","Pre-OS"
443,"e511ad4e","http://doi.org/10.1016/j.cognition.2007.09.002","Syntactic structure and artificial grammar learning: The learnability of embedded hierarchical structures",2008,"de Vries, M.H., Monaghan, P., Knecht, S., Zwitserlood, P.","Pre-OS"
444,"2a118a86","http://doi.org/10.2478/v10057-008-0006-x","Cognitive and lexical characteristics of Motion in liquid medium: AQUA-motion verbs in typologically different languages",2008,"Batoréo, H.J.","Pre-OS"
445,"dc9bcac8","http://doi.org/10.1016/j.bandl.2007.11.004","How left inferior frontal cortex participates in syntactic processing: Evidence from aphasia",2008,"Love, T., Swinney, D., Walenski, M., Zurif, E.","Pre-OS"
446,"4bfd78de","http://doi.org/10.1177/0093650209346802","The priming effects of avatars in virtual settings",2009,"Peña, J., Hancock, J.T., Merola, N.A.","Pre-OS"
447,"7553970d","http://doi.org/10.1590/s0102-44502008000300006","Learner autonomy in the light of freire",2008,"Nicolaides, C.S., Fernandes, V.","Pre-OS"
448,"6ac4c23b","http://doi.org/","Beyond the romantic gypsy: Narrative disruptions and ironies in Austen's Emma",2008,"White, L.M.","Pre-OS"
449,"8c388dd9","http://doi.org/10.1093/fmls/cqp008","Itsembabwoko \""à la française\""? - Rwanda, fiction and the franco-african imaginary",2009,"Hron, M.","Pre-OS"
450,"09923056","http://doi.org/10.1093/applin/amp030","A critical stance in language education: A reply to Alan waters",2009,"Simpson, J.","Pre-OS"
451,"1b0ce6e9","http://doi.org/10.1075/ijcl.13.2.02dav","Type noun uses in the English NP: A case of right to left layering",2008,"Davidse, K., Brems, L., De Smedt, L.","Pre-OS"
452,"7db38aef","http://doi.org/10.1080/07350190701738825","The seduction of samuel butler: Rhetorical agency and the art of response",2008,"Nicotra, J.","Pre-OS"
453,"df986300","http://doi.org/10.1037/0278-7393.34.3.616","Speed and Accuracy of Accessing Information in Working Memory: An Individual Differences Investigation of Focus Switching",2008,"Unsworth, N., Engle, R.W.","Pre-OS"
454,"e7fb1ed2","http://doi.org/10.1075/is.10.2.04yam","How did altruism and reciprocity evolve in humans?: Perspectives from experiments on chimpanzees (Pan troglodytes)",2009,"Yamamoto, S., Tanaka, M.","Pre-OS"
455,"6d27b6e4","http://doi.org/10.1007/s10583-008-9062-z","Hunting reynard: How Reynard the Fox tricked his way into English and Dutch children's literature",2008,"Parlevliet, S.","Pre-OS"
456,"11d45bc1","http://doi.org/10.1163/156853309X445016","Haggai and Ezekiel: The complicated relations between the two prophets",2009,"Kasher, R.","Pre-OS"
457,"792c4831","http://doi.org/10.1007/s11168-008-9045-7","Is adjunction compositional?",2008,"Kracht, M.","Pre-OS"
458,"7dccf3fb","http://doi.org/10.1044/1092-4388(2009/08-0008)","Producing American English vowels during vocal tract growth: A perceptual categorization study of synthesized vowels",2009,"Ménard, L., Davis, B.L., Boë, L.-J., Roy, J.-P.","Pre-OS"
459,"6c7f3aa8","http://doi.org/10.1177/0963947009105853","From now on we speak civilized Dutchgcirc: The authors of flanders, the language of the Netherlands, and the readers of A. manteau",2009,"Absillis, K.","Pre-OS"
460,"13664678","http://doi.org/10.1080/o2666280701405960","Writing the relief: Adrian stokes, ben nicholson and the architectonics of surface",2008,"Stephen, K.","Pre-OS"
461,"01591e17","http://doi.org/10.1177/0267323108101830","Watching the detectives: Inside the guilty landscapes of inspector morse, baantjer and wallander",2009,"Reijnders, S.","Pre-OS"
462,"bca2bfd5","http://doi.org/10.1007/s10503-008-9109-8","Refutation by parallel argument",2009,"Juthe, A.","Pre-OS"
463,"aa418553","http://doi.org/10.1353/sip.2008.0004","Wasting time in Ben Jonson's Epicoene",2008,"Martin, M.","Pre-OS"
464,"0ed96ed5","http://doi.org/10.1016/j.langsci.2008.12.009","Tachoni verbal tonology",2009,"Odden, D.","Pre-OS"
465,"6baf1dcc","http://doi.org/10.1044/1092-4388(2008/07-0046)","Babbling, chewing, and sucking: Oromandibular coordination at 9 months",2008,"Steeve, R.W., Moore, C.A., Green, J.R., Reilly, K.J., McMurtrey, J.R.","Pre-OS"
466,"139c7cf2","http://doi.org/10.1177/0739986308329031","Hispanic acculturation in a predominately black high school: Application of an adapted model",2009,"Hughes, C., Hollander, M.J., Martinez, A.W.","Pre-OS"
467,"13e813fe","http://doi.org/10.1016/j.bandl.2008.10.004","Contrast of hand preferences between communicative gestures and non-communicative actions in baboons: Implications for the origins of hemispheric specialization for language",2009,"Meguerditchian, A., Vauclair, J.","Pre-OS"
468,"377b96b2","http://doi.org/10.1016/j.pragma.2008.06.012","The meaning and interpretation of the Dutch particle wel",2009,"Hogeweg, L.","Pre-OS"
469,"a83471b1","http://doi.org/","Translation theories and functional texts: Application and effect on the translation of legal texts. An exemplary analysis | Übersetzungstheorien und gebrauchstexte: Anwendung und auswirkung auf das übersetzen von rechtstexten. Eine exemplarische analyse",2009,"Simonnæs, I.","Pre-OS"
470,"be6d12b4","http://doi.org/10.1075/jpcl.23.2.03rus","Formalizing creole sound change: An optimality theoretic account",2008,"Webb, E.R.","Pre-OS"
471,"9e6ddf71","http://doi.org/10.1080/10570310802210114","The da Vinci Code as alchemical rhetoric",2008,"Gunn, J., Frentz, T.","Pre-OS"
472,"5c5efd08","http://doi.org/10.1016/j.specom.2007.10.001","The vocal communication of different kinds of smile",2008,"Drahota, A., Costall, A., Reddy, V.","Pre-OS"
473,"8cce4267","http://doi.org/10.4314/lex.v19i2.49169","The treatment of borrowed nouns in Isichazamazwi SesiNdebele and Isichazamazwi SezoMculo",2009,"Ndlovu, E.","Pre-OS"
474,"8b61ad61","http://doi.org/10.3828/AJFS.46.1-2.139","A cultural numismatics: The \""chain\"" of economics in Montesquieu's Lettres persanes",2009,"Walsh, J.","Pre-OS"
475,"08c21fe6","http://doi.org/10.1598/RT.63.3.6","Using lemony snicket to bring smiles to your vocabulary lessons",2009,"Arter, L.M., Nilsen, A.P.","Pre-OS"
476,"c29210ec","http://doi.org/10.1007/s10831-008-9023-y","Ditransitive idioms and argument structure",2008,"Kishimoto, H.","Pre-OS"
477,"96498326","http://doi.org/10.1017/S0261444808005077","Assessing L2 reading texts at the intermediate level: An approximate replication of Crossley, Louwerse, McCarthy &amp; McNamara (2007)",2008,"Crossley, S.A., McNamara, D.S.","Pre-OS"
478,"0cc14cd7","http://doi.org/10.1515/zrph.2009.055","Robert Ie Diable. Édition bilingue, Publication, traduction, présentation et notes par Élisabeth Gaucher",2009,"Matsumura, T.","Pre-OS"
479,"34004670","http://doi.org/10.1016/j.jml.2007.11.001","Salvaging a childhood language",2008,"Au, T.K.-f., Oh, J.S., Knightly, L.M., Jun, S.-A., Romo, L.F.","Pre-OS"
480,"3f304901","http://doi.org/10.1163/156852509X339978","Δepsi;upsi;sigmav; In cornutus",2009,"Torres, J.B.","Pre-OS"
481,"3d3e175d","http://doi.org/10.1080/02687030600927092","Testing single- and dual-route computational models of auditory repetition with new data from six aphasic patients",2008,"Baron, R., Hanley, J.R., Dell, G., Kay, J.","Pre-OS"
482,"4ad36a28","http://doi.org/10.9793/elsj1984.25.452","The distribution of nominative case in modern irish",2008,"Maki, H., Baoill, D.P.O.","Pre-OS"
483,"b6e86f22","http://doi.org/10.1075/sl&l.11.1.11ecc","Handshape coding made easier: A theoretically based notation for phonological transcription",2008,"Eccarius, P., Brentari, D.","Pre-OS"
484,"73b087d3","http://doi.org/10.1080/02773940801958453","Professor burke’s “bennington project”",2008,"Wible, S.","Pre-OS"
485,"304d415e","http://doi.org/10.1075/sic.6.2.02val","The iconization of Dominican Spanish in Pedro Henríquez Ureña's linguistic texts",2009,"Valdez, J.R.","Pre-OS"
486,"7a6c23bd","http://doi.org/10.1111/j.1468-2958.2008.00335.x","Parsing the mechanisms that increase relational intimacy: The effects of uncertainty amount, open communication about uncertainty, and the reduction of uncertainty",2008,"Theiss, J.A., Solomon, D.H.","Pre-OS"
487,"860f1021","http://doi.org/10.1093/res/hgn161","'A credible omen of a more glorious event': Sir charles cotterells cassandra",2009,"Major, P.","Pre-OS"
488,"fb9b6ed7","http://doi.org/10.1007/s10993-009-9142-y","Policing practices in heteroglossic mediascapes: A commentary on interfaces",2009,"Androutsopoulos, J.","Pre-OS"
489,"d9c7a6c3","http://doi.org/10.1007/s11145-008-9138-6","Story writing skills of adults with a history language-impairment",2009,"Smith-Lock, K.M., Nickels, L., Mortensen, L.","Pre-OS"
490,"5c1a61ff","http://doi.org/10.1017/S0959269509990044","Second-person pronoun use in French language discussion fora",2009,"Williams, L., Van Compernolle, R.A.","Pre-OS"
491,"b9eecf98","http://doi.org/10.1142/S1793351X09000732","Multi-version music search using acoustic feature union and exact soft mapping",2009,"Yu, Y., Joe, K., Oria, V., Moerchen, F., Downie, J.S., Chen, L.E.I.","Pre-OS"
492,"3c3dc7c3","http://doi.org/10.1111/j.1467-968X.2009.01228.x","On the microsyntax of attributive adjectives",2009,"Matthews, P.H.","Pre-OS"
493,"c45c05a8","http://doi.org/10.1044/1092-4388(2009/08-0114)","Backward and simultaneous masking in children with grammatical specific language impairment: no simple link between auditory and language abilities",2009,"Rosen, S., Adlar, A., Van Der Lely, H.K.J.","Pre-OS"
494,"53780209","http://doi.org/","The nature of the particle suo in the passive constructions in Classical Chinese",2008,"Ting, J.","Pre-OS"
495,"bf473763","http://doi.org/10.2989/SALALS.2008.26.4.7.679","A discourse-analytical approach to intertextual advertisements: A model to describe a dominant world-view",2008,"Van Niekerk, A.","Pre-OS"
496,"951ec250","http://doi.org/10.1037/a0014734","Long-Term Repetition Priming of Briefly Identified Objects",2009,"Breuer, A.T., Masson, M.E.J., Cohen, A.-L., Lindsay, D.S.","Pre-OS"
497,"1d627edc","http://doi.org/10.1111/j.1460-2466.2009.01418.x","Scaring the already scared: Some problems with HIV/AIDS fear appeals in Namibia",2009,"Muthusamy, N., Levine, T.R., Weber, R.","Pre-OS"
498,"11cad7c0","http://doi.org/10.1016/j.system.2007.11.005","The effects of multimodality on L2 learners: Implications for CALL resource design",2008,"Guichon, N., McLornan, S.","Pre-OS"
499,"18a15d5d","http://doi.org/10.1093/res/hgn001","Translating grace: The Scala Claustralium and A Ladder of Foure Ronges",2008,"Iguchi, A.","Pre-OS"
500,"5367f827","http://doi.org/10.1007/s11049-009-9083-3","Existential sentences in Tagalog",2009,"Sabbagh, J.","Pre-OS"
501,"910caa74","http://doi.org/10.1016/j.cognition.2008.05.007","How counting represents number: What children must learn and when they learn it",2008,"Sarnecka, B.W., Carey, S.","Pre-OS"
502,"8f7973eb","http://doi.org/10.1075/prag.18.4.10ber","Do insults always insult? Genuine impoliteness versus non-genuine impoliteness in colloquial Spanish | ¿Insultan los insultos? Descortesía auténtica vs. descortesía no auténtica en Español coloquial",2008,"Bernal, M.","Pre-OS"
503,"8d6ddc5b","http://doi.org/10.3109/14992020903131117","Environmental noise reduction configuration: Effects on preferences, satisfaction, and speech understanding Environmental noise reduction configuration: Effects on preferences, satisfaction, and speech understanding",2009,"Zakis, J.A., Hau, J., Blamey, P.J.","Pre-OS"
504,"18902ff9","http://doi.org/10.1044/1092-4388(2009/07-0129)","The university college london archive of stuttered speech (UCLASS)",2009,"Howell, P., Davis, S., Bartrip, J.","Pre-OS"
505,"342b8288","http://doi.org/10.1080/02687030701640289","Conceptualisation of deviations in intonation production in aphasia",2008,"Seddoh, S.A.","Pre-OS"
506,"fda28461","http://doi.org/10.1075/jlp.7.3.05kol","Semiotic and cognitive aspects of city branding",2008,"Koller, V.","Pre-OS"
507,"9ae3b180","http://doi.org/10.1007/s11049-008-9047-z","Cartography and licensing of wh-adjuncts: A cross-linguistic perspective",2008,"Stepanov, A., Tsai, W.-T.D.","Pre-OS"
508,"4f980747","http://doi.org/10.1044/0161-1461(2008/023)","Schoolchildren with dysphagia associated with medically complex conditions",2008,"Lefton-Greif, M.A., Arvedson, J.C.","Pre-OS"
509,"72b23617","http://doi.org/10.1007/s10988-009-9063-4","Judgment ascriptions",2009,"Sæbø, K.J.","Pre-OS"
510,"656fab8f","http://doi.org/10.1016/j.specom.2007.11.005","Unsupervised intra-speaker variability compensation based on Gestalt and model adaptation in speaker verification with telephone speech",2008,"Yoma, N.B., Garretón, C., Molina, C., Huenupán, F.","Pre-OS"
511,"f2e8b410","http://doi.org/10.1080/09500780903343070","Imagining higher education as a multilingual space",2009,"Preece, S., Martin, P.","Pre-OS"
512,"9d800b73","http://doi.org/","Aspects of mistranslation from english into Ibibio: The case of aids and the Ibibio language Equivalent",2008,"Ekpenyong, E.","Pre-OS"
513,"a337bf1b","http://doi.org/","Effects of short-term memory and content representation type on mobile language learning",2008,"Chen, N.-S., Hsieh, S.-W., Kinshuk","Pre-OS"
514,"ff99b829","http://doi.org/10.1007/s10936-007-9059-6","Adaptive changes in grain-size in morphological processing",2008,"Lee, C.H.","Pre-OS"
515,"a1a4715f","http://doi.org/10.1093/llc/fqp002","Evaluating methods for computer-assisted stemmatology using artificial benchmark data sets",2009,"Roos, T., Heikkilä, T.","Pre-OS"
516,"ab8171c9","http://doi.org/10.1007/s10988-008-9050-1","On the linguistic complexity of proper names",2008,"Matushansky, O.","Pre-OS"
517,"984072b2","http://doi.org/10.1524/aofo.2009.0022","The appellate process in a legal record {di til-la} from Ur III Umma",2009,"Veenker, R., Johnson, J.C.","Pre-OS"
518,"7f355e37",NA,"Linguistic artistry in Sandra Cisneros' The House on Mango Street: A phonological analysis of \my name\""	2008	""Critica Hispanica",30,"Akins, A.V.","Pre-OS"
519,"d58d1c49","http://doi.org/","'The gift of seeing' - 'The eyes of faith': Visuelle evidenz und übersinnliches in Julian Barnes' Arthur &amp; George und anderen neo-viktorianischen detektivromanen",2008,"Zwierlein, A.-J.","Pre-OS"
520,"fa9ba815","http://doi.org/","Quality of life in patients with hemiglossectomy: Comparison of the EORTC QLQ-H&amp;N35 and a semi-structured interview",2009,"Loewen, I.J., Boliek, C.A., Seikaly, H., Harris, J., Rieger, J.M.","Pre-OS"
521,"3e72a6c3","http://doi.org/10.1422/29051","Routines and decisional processes in organizations: The public administration case | Routine e processi decisionali nelle organizzazioni: Il caso della pubblica amministrazione",2009,"Pozzali, A.","Pre-OS"
522,"79266ded","http://doi.org/10.1093/fmls/cqn058","Over our dead bodies: Emilia Pardo Bazán, Rosario Ferré, and the feminine fantastic",2008,"Scoular, B.T.","Pre-OS"
523,"cc93f14a","http://doi.org/10.1075/aila.22.05lim","Beyond fear and loathing in SG: The real mother tongues and language policies in multilingual Singapore",2009,"Lim, L.","Pre-OS"
524,"35e3e145","http://doi.org/10.1080/10926480802223051","The journeys of life: Examining a conceptual metaphor with semantic and episodic memory recall",2008,"Katz, A.N., Taylor, T.E.","Pre-OS"
525,"c3a7784a","http://doi.org/10.1080/13682820802052067","Deaf teenagers with cochlear implants in conversation with hearing peers",2009,"Ibertsson, T., Hansson, K., Mäki-Torkko, E., Willstedtsvensson, U., Sahln, B.","Pre-OS"
526,"1f13bb3c","http://doi.org/10.1007/s12304-009-9060-6","On the emergence of living systems",2009,"Weber, B.H.","Pre-OS"
527,"bf1f50fa","http://doi.org/10.1016/j.bandl.2008.01.002","Communicative impairment in traumatic brain injury: A complete pragmatic assessment",2008,"Angeleri, R., Bosco, F.M., Zettin, M., Sacco, K., Colle, L., Bara, B.G.","Pre-OS"
528,"a83d98ab","http://doi.org/10.1093/notesj/gjp215","Sir Walter Ralegh instructs his son, twice",2009,"Tromly, F.B.","Pre-OS"
529,"b4a0d7ec","http://doi.org/","Sexuality in Hamlin Garland's Rose of Butcher's Coolly",2009,"Pizer, D.","Pre-OS"
530,"27c6a391","http://doi.org/10.1016/j.jslw.2007.12.001","Student reactions to teacher feedback in two Hong Kong secondary classrooms",2008,"Lee, I.","Pre-OS"
531,"6e7fcfb0","http://doi.org/10.2167/jmmd548.0","Classroom discourse and discursive practices in higher education in tanzania",2008,"Mohamed, H.I., Banda, F.","Pre-OS"
532,"f14498cd","http://doi.org/10.1111/j.1468-2885.2009.01338.x","Socioscientific controversies: A theoretical and methodological framework",2009,"Stewart, C.O.","Pre-OS"
533,"239b8bc4","http://doi.org/10.1075/babel.55.2.03zha","Social context and translation of public notices",2009,"Meifang, Z.","Pre-OS"
534,"a2072a25","http://doi.org/","The Renaissance Linguistics Archive online",2009,"Van Hal, T.","Pre-OS"
535,"9e070252","http://doi.org/10.1515/angl.2008.049","The poetics of geography in English-Canadian literature",2008,"Omhovère, C.","Pre-OS"
536,"ddac6f5a","http://doi.org/10.1017/S0305000907008264","Reliability and validity of the Computerized Comprehension Task (CCT): Data from American English and Mexican Spanish infants",2008,"Friend, M., Keplinger, M.","Pre-OS"
537,"47b9d84d","http://doi.org/10.1556/SSlav.54.2009.2.3","True blue: On the syntax and connotations of colour and 'class membership' adjectives in Russian",2009,"Mostovaia, A.","Pre-OS"
538,"789cce23","http://doi.org/10.1080/1750399x.2009.10798781","Research methodology in specialized genres for translation purposes",2009,"Borja Albi, A., García Izquierdo, I., Montalt, V.","Pre-OS"
539,"a4d4f798","http://doi.org/10.1080/14992020902777225","The effect of tightened hearing protection regulations on military noise-induced tinnitus",2009,"Mrena, R., Savolainen, S., Kiukaanniemi, H., Ylikoski, J., Mkitie, A.A.","Pre-OS"
540,"5a1ffe78","http://doi.org/10.1163/157007208X262866","Paschal politics: Deploying the Temple's destruction against fourth-century Judaizers",2008,"Shepardson, C.","Pre-OS"
541,"15561653","http://doi.org/","Language and letters of the bluestocking network. Sociolinguistic issues in eighteenth-century epistolary English",2009,"Sairio, A.","Pre-OS"
542,"a2c35590","http://doi.org/10.1080/14992020801886796","The Malay hearing in noise test",2008,"Kar Quar, T., Zms Mukari, S., Alaudin Abdul Wahab, N., Abdul Razak, R., Omar, M., Maamor, N.","Pre-OS"
543,"e1fee7ba","http://doi.org/10.1080/17549500701790546","Speech, hearing, and communication across five national disability surveys: Results of a DISTAB study using the ICF to compare prevalence patterns",2008,"Mulhorn, K.A., Threats, T.T.","Pre-OS"
544,"5cff0180","http://doi.org/10.1080/02666280802631118","Making literature televisual: Olaug Nilssen's Get me on the air, godammit (2005)",2009,"Paulson, S.J., Gjelsvik, A.","Pre-OS"
545,"f238337e","http://doi.org/10.1080/10350330802632790","Terror at the beach: Arab bodies and the somatic violence of white cartographic anxiety in Australia and Palestine/Israel",2009,"Farid, F.","Pre-OS"
